Listing_num,Address,City,House_type,Price,Estimated_price,Estimated_on,Bedroom_num,Washroom_num,Parking_num,Tax,Maintenance,Building_age,Size,Listed_on,Updated_on,Rental_estimate,Rental_yield,Major_intersection,Property_style,Exposure,Description
C4857028,Unit 1103 - 200 Sackville St,Regent Park - Toronto,Condo Apt,"$ 499,999","$517,456",As of 2020-08-12,1 Bedrooms,1 Bathrooms,0 Garage,"$ 1,469",$255/month,"water,heat",0-5,2020-08-05,2020-08-12,"$1,880",3.3%,Dundas St E / Parliament St,Apartment,Sw,"Downtown Living @ The Bartholomew By Daniel's! Boutique 1 Bdrm (Converted Bachelor), 1 Bth Unit In Heart Of It All! Practical Layout W/Opn Concept Modern Kit.& Living Rm, Bdrm W/Dble Closet & Juliette Balcony, Lrge 4Pc Bth, Ensuite Laundry. Bldg Boasts Premium Amenities(Concierge/Exercise Rm/Party Rm/Meeting Rm/Rooftop Deck/Grdn), Steps To Everything(Parks,Ttc, Schools, Shopping, Restaurants, Mins To Gardiner & Dvp +++). Perfect For Investor Or 1st-Time Buyer
All Elf's, All Blinds, All Appliances(S/S Electrolux Fridge,Glass Cooktop,S/S B/I Convection Oven,S/S D/W, S/S Panasonic Microwave), Washer/Dryer,Storage Locker, *Beautiful Sw View Of City Skyline!* Locker # Room 1-A26."
C4877450,Unit 1108 - 200 Sackville St,Regent Park - Toronto,Condo Apt,"$ 669,000","$693,396",As of 2020-08-25,2 Bedrooms,2 Bathrooms,0 Garage,"$ 2,327",$399/month,"water,heat",0-5,2020-08-19,2020-08-25,"$2,550",3.19%,Dundas & Parliament,Apartment,Nw,"Corner Unit, Stunning Unobstructed North/West Views Of The City. Highly Sought After Bartholomew Condominiums, Quick & Easy Access To Ttc, Subways, Dvp, Bayview Extension & Gardiner Exp. Way, Ryerson University, Shopping & Easy Access To Downtown Core. 5 Star Amenities-Bbq Area, Party/Meeting Room, Exercise Room, Gym, Pet Grooming Rm, Bike Storage, Concierge, Visitor Prk. Shared Community Garden.
S.S Fridge, Dishwasher, Microwave, Oven. Electric Cooktop, Washer & Dryer, Elf & Window Covering. Kit Quartz Countertop & Under-Mount Sink, Custom-Designed Bathroom Vanity, Laminate Throughout. Buyer/Buyer Agent Verify Measurements & Taxes."
C4906510,Unit 602 - 20 Tubman Ave,Regent Park - Toronto,Condo Apt,"$ 899,000","$904,775",As of 2020-09-10,2+1 Bedrooms,2 Bathrooms,1 Garage,"$ 2,870",$588/month,water,0-5,2020-09-10,2020-09-10,"$3,353",3.15%,Dundas And Tubman,Apartment,S,"The Film Model At The Wyatt Condominiums By Daniels. Rarely Offered 937 Sqft 2 Bedroom+Den Unit. 10 Foot Ceiling Throughout, Extra Large 208Sqft Balcony. Unobstructed Clear South View. 1 Parking And 1 Lock Er ( On The Same Floor) Included. Professionally Painted, Smooth Ceiling Throughout, Modern Kitchen With Backsplash And Quartz Countertop Island. Minutes To Shopping, Restaurant, Parks And Dvp
All Elfs. All Window Coverings. Stainless Steel Fridge, Stainless Steel Dishwasher, Built In Cook-Top, Stainless Steel Built-In Oven. Built-In Stainless Steel Microwave. Front Load Washer & Dryer. 1 Parking & 1 Locker (Same Floor)"
C4855952,Unit 1807 - 55 Regent Park Blvd,Regent Park - Toronto,Condo Apt,"$ 748,000","$733,725",As of 2020-08-04,2 Bedrooms,2 Bathrooms,1 Garage,"$ 2,338",$553/month,"water,heat",-,2020-08-04,2020-08-04,"$2,708",3.02%,Dundas/River,Apartment,S,"Welcome Daniels' One Park Place - Wonderful 2 Bed 2 Bath Lake View Unit. Bright And Clean With A West View Of Cn Tower. 45,000 Sq Ft. Of Exceptional Indoor/Outdoor Amenity Space Incl Basketball Court. Walking Distance To City Of Toronto Community Centre, Six-Acre Park, Regional Aquatic Centre And Athletic Grounds. 10 Mins To Downtown Core Of Toronto.
Stainless Steel Fridge, Stainless Steel Stove, Stainless Dishwasher, Washer And Dryer, Microwave, All Electronic Fixtures, All Windows Coverings, 1 Parking & 1 Locker"
C4889053,Unit 604 - 260 Sackville St,Regent Park - Toronto,Condo Apt,"$ 495,000","$523,861",As of 2020-08-28,1 Bedrooms,1 Bathrooms,0 Garage,"$ 1,481",$345/month,"water,heat",-,2020-08-28,2020-08-28,"$1,851",2.97%,Dundas/Parliament,Apartment,N,"Well Maintained Spacious 1 Bdrroom, 9Ft Ceilings, Laminate Flooring Throughout, Open Concept Kitchen, Stainless Steel Appliances, Low Maintenance Fee, Steps To Park, Swimming Pool, Ttc, Banks, Restaurants, Freshco, Riverdale Farm, Easy Dvp Access, Close To Distillery District, St. Lawrence Mrkt, Eaton Centre, George Brown College, Ryerson University. 2020 New Dishwasher, Microwave, Paint
S/S Fridge, Stove, Dishwasher, Microwave, Washer, Dryer, Light Fixtures, Window Coverings"
C4879023,Unit 513 - 200 Sackville St,Regent Park - Toronto,Condo Apt,"$ 615,000","$609,830",As of 2020-09-05,1 Bedrooms,1 Bathrooms,1 Garage,"$ 2,051",$396/month,"water,heat",0-5,2020-08-20,2020-09-05,"$2,193",3.01%,Dundas And Sackville,Apartment,E,"Location Location Location!! 1-Min Walk To Dundas Streetcar, 2-Min Walk To Queen&College Streetcars, 5-Min Walk To King Streetcar, 7-Min Walk To Cabbagetown, 5-Min Walk To Corktown, 15-Min Walk To The Historic Distillery District, 20-Min Walk To Eaton Centre. This Stunning & Spacious Unit Is In The Midst Of Shops, Grocery Store, Restaurants, Dog Park, Outdoor Athletic Field, Aquatic Centre, Ice Rink, Arts & Cultural Centre, Close Dvp Access, George Brown Col.
Ss Appliances: Dishwasher, Fridge, Oven With Cooktop, Microwave, Stacked Washer & Dryer, Bathroom Vanity And Foyer Console Table/Cabinet."
C4901388,Unit 1707 - 170 Sumach St,Regent Park - Toronto,Condo Apt,"$ 689,000","$723,874",As of 2020-09-08,2 Bedrooms,2 Bathrooms,1 Garage,"$ 2,351",$585/month,"water,heat",-,2020-09-08,2020-09-08,"$2,700",2.98%,Dundas St E & Sumach,Apartment,W,"Do Not Miss Out On This Bright & Modern 2 Bed/2 Bath Suite At One Park Place In The Heart Of Regent Park! Unobstructed, Stunning West Views W Open Concept Living, Dining & Kitchen Area.World Class Amenities: 24Hr Concierge, Basketball & 2 Squash Courts, Gym, Yoga Lounge, Party Room, Mixer Lounge, Outdoor Area With Bbqs. Steps To Dundas, College, Queen & King Streetcars. Aquatic Center Across The Street (Free),6 Acre Park W Off Leash Dog Area.
S/S Electrolux Fridge, Cooktop, Hoodfan & Built-In Oven. Whirlpool Dishwasher, Panasonic Microwave. Stacked White Whirlpool Washer/Dryer. All Existing Elfs. 1 Owned Parking & 1 Locker Included."
C4881618,Unit 2408 - 225 Sackville St,Regent Park - Toronto,Condo Apt,"$ 589,000","$659,651",As of 2020-09-11,1+1 Bedrooms,2 Bathrooms,0 Garage,"$ 1,901",$476/month,"water,heat",-,2020-08-22,2020-09-11,"$2,331",2.9%,Dundas/Parliament,Apartment,W,"Modern, Bright And Spacious 1+1 Bedroom & 2 Full Baths Unit (626 Sf + Balcony) Featuring Breathtaking 180 Degrees City And Lake Views! Open Concept Layout Boasting 9Ft Ceiling, Laminate Floors, Fabulous Kitchen With Granite Counters, Custom Back Splash And Plenty Of Storage, W/O To Huge Balcony With Exceptional View Of City Skyline & Lake. Next To Arts & Cultural Centre. Steps To Ttc, Shops, Park, Regional Aquatic Centre. Mins To Core Young And Dundas.
Ss Fridge, Ss Stove, Ss Dishwasher, B/I Microwave, Washer, Dryer, All Elf's, 1 Locker, Very Easy To Rent Parking Spot! Amenities Incl: Gym, Party Rm, Games Rm, Theatre, Shared Bbq, 24 Hrs Concierge, Visitor Parking."
C4864103,Unit 824 - 25 Cole St,Regent Park - Toronto,Condo Apt,"$ 524,900","$601,020",As of 2020-09-11,1+1 Bedrooms,2 Bathrooms,1 Garage,"$ 2,216",$555/month,"water,heat",-,2020-08-10,2020-09-11,"$2,293",2.9%,Dundas & Parliament,Apartment,W,"Luxury Living In Dwtn! Beautiful One Bedroom + Den And 2 Washrooms. Stunning Skyline Views From A Large Balcony. Prime Location Mins To Downtown W/ Ttc At Your Doorstep. Resort Style 5 Star Amenities In Well Managed Boutique Bldg. 3rd Floor Rooftop Park With Bbqs,Gym, 2-Storey Resident Lounge, Bike Room & More..Walk To Distillery District , St.Lawrence Market, Aquatic Centre, Near Cabbagetown Parks, Shops, & Restaurants. Leed Gold Certified:Energy Efficient
Stainless Kitchen Appliances - Fridge, Stove, Dishwasher, Microwave, Stacked Washer/Dryer. All Existing Electrical Light Fixtures 9 Foot Ceilings. Parking Spot Included, Owned Spacious Locker In Same Floor As Unit, Custom Built Closets."
C4887831,Unit 616 - 170 Sumach St,Regent Park - Toronto,Condo Apt,"$ 629,900","$649,296",As of 2020-09-09,2 Bedrooms,2 Bathrooms,1 Garage,"$ 2,345",$588/month,"water,heat",0-5,2020-08-27,2020-09-09,"$2,500",2.97%,Dundas / River,Apartment,N,"Amazing Opportunity At Daniels One Park Place Building In Regent Park!! This Spacious Unit Has Over 700Sqft Of Living Space. It Offers 2 Full Bathrooms And Ample Storage Space. The Floor-To-Ceiling Windows Comes With Custom Roller Blinds And Offers An Unobstructed North View. Modern Kitchen W/Breakfast Bar, Quartz Countertops, & Pot Lights. Large Balcony Perfect For Your Morning Coffee Overlooking The Park. Quick Hwy Access To Both Dvp And Gardiner!
S.S. Fridge, Stove, Microwave, D/W, Stacked Washer/Dryer, All Elfs & Blinds. World Class Amenities Incl Gym, Yoga, Game Room, Basketball And Squash Crt, Steam Rm, Lounge/Media Room, Terrace With Bbq & Visitor Parking And More."
C4893395,Unit 507 - 225 Sackville St,Regent Park - Toronto,Condo Apt,"$ 599,000","$631,445",As of 2020-09-01,1+1 Bedrooms,2 Bathrooms,1 Garage,"$ 2,099",$539/month,"water,heat",0-5,2020-09-01,2020-09-01,"$2,293",2.8%,Sackville/Dundas East,Apartment,W,"Well Laid Out And Functional Living Space At The Much Admired Paint Box In Regents Park. 630+ Sq' Plus A Large Terrace With West View And Afternoon Sun. Two Full Bathrooms And Newer Flooring. Communal Terrace Accessed From This Floor. Walk To Downtown, Distillery District, Shops, Restaurants And Ttc. Parking Space And Locker Included.
Include: Stainless Steel Appliances: Stove, Refrigerator, Microwave/Fan And B/I Dishwasher. Front Load Clothes Washer And Dryer, All Electric Light Fixtures And Window Coverings. Nest Thermostat Included."
C4895145,Unit 1206 - 25 Cole St,Regent Park - Toronto,Condo Apt,"$ 615,000","$620,401",As of 2020-09-02,1+1 Bedrooms,1 Bathrooms,1 Garage,"$ 2,021",$490/month,"water,heat",6-10,2020-09-02,2020-09-02,"$2,197",2.78%,Dundas & Parliament,Apartment,S,"Enjoy Unobstructed Panoramic Skyline Views From Your Spacious Private Balcony. A Well Priced Upgraded Bright Open Concept Condo W/ 9 Ft Ceilings In A Well Managed Quality Built Daniels Building Located In Toronto's Downtown East. Unbeatable Convenience With An Onsite Metro Grocery Store. Minutes To Downtown W/ Ttc At Your Doorstep. Owned Extra Large Pkg Spot + Locker. Complete With Resort Style 5 Star Amenities
S/S Apps: Fridge/Stove (2020), M/W, D/W. Stacked W/D. All Elfs & Win. Covs. 2 Wardrobes. Good Size Den W/ Door! Quiet Tenant Pays $2250 + Hydro (Monthly Tenancy) Can Stay Or Will Vacate W/ 60 Days Notice. Virtually Staged."
C4871334,Unit 1510 - 225 Sackville St,Regent Park - Toronto,Condo Apt,"$ 689,000","$709,453",As of 2020-08-26,2 Bedrooms,2 Bathrooms,1 Garage,"$ 2,308",$600/month,"water,heat",6-10,2020-08-14,2020-08-26,"$2,518",2.73%,Dundas And Sackville,Multi-Level,N,"2Br + 2Wr Corner Unit On 15th Floor With Great Unobstructed Views With Large Balcony. Parking & Locker Included In The Price. Steps To Cabbagetown & Distillery District. Across From New Six Acre Community Park. New Soccer & Basketball Field, Regional Aquatic Center. Ttc Right At The Door Step!! Minutes To Dundas Sq/Ryerson University/Eaton Centre/ Groceries/Restaurants. Easy Access To Don Valley Parkway. Cafe With Direct Access To Condominium. 24/7 Concierge.
Includes All Stainless Steel Appliances: Fridge, Stove, Dishwasher, Microwave, Washer & Dryer. Great Amenities Includes Gym/Party Hall/Theater/Lounge/Garden Center/Bbq Terrace. Strict Covid-19 Safety Protocols In Effect"
C4902564,Unit 2310 - 225 Sackville St,Regent Park - Toronto,Condo Apt,"$ 699,900","$732,697",As of 2020-09-08,2 Bedrooms,2 Bathrooms,1 Garage,"$ 2,308",$600/month,"water,heat",6-10,2020-09-08,2020-09-08,"$2,518",2.64%,Dundas & Sackville,Apartment,N,"Highly Desirable Large Corner Unit At Paintbox Close To Everything! Enjoy Stunning Views, Fantastic Walkability And A Vibrant Community All Within A Short Jaunt To The City's Best Restaurants, Financial District, Shopping, Dvp, Subway And More. Full Size Laundry, End Unit, Wrap Around Windows, Panoramic Views, Parking And Locker, Open Concept, Split Bedroom, Large Balcony. Amenities Include Fitness Centre, Concierge, Party Room, Visitor Parking And More.
Fridge, Stove, Built-In Dishwasher, Built-In Microwave/Range Hood, Stacked Washer And Dryer, All Electrical Light Fixtures, All Window Coverings/Blinds/Rods, Parking And Locker. Great Layout!!"
C4870323,Unit 606 - 225 Sackville St,Regent Park - Toronto,Condo Apt,"$ 649,900","$675,152",As of 2020-09-09,1+1 Bedrooms,2 Bathrooms,1 Garage,"$ 2,063",$539/month,"water,heat",-,2020-08-12,2020-09-09,"$2,293",2.63%,River/Dundas,Apartment,W,"Completely Renovated Stunning Unit Features Master En-Suite Bathroom & Laundry, Granite Counter Tops And 2 Full Bathrooms. Ttc At The Door And Minutes To Eaton Center, Ryerson,The Distillery And St Lawrence Mrkt. Parking And Locker Included.
Black S/S Appliances Stove,Fridge,B/I Dishwasher, Microwave Oven,Stacked Washer & Dryer. Appliances Are 6 Months Old, The Torley Laminate Flooring Is Less Than A Year Old. Also Included Are Silhouette Blinds And Sheers Worth $5.000."
C4875677,Unit 501 - 170 Sumach St,Regent Park - Toronto,Condo Apt,"$ 599,900","$634,220",As of 2020-08-22,1+1 Bedrooms,1 Bathrooms,1 Garage,"$ 2,153",$535/month,"water,heat",-,2020-08-18,2020-08-22,"$2,217",2.66%,Dundas/Parliament,Apartment,E,"Welcome To This One Of A Kind Gorgeous Bright And Spacious 1 Bedroom + Den In Daniels One Park Place. This Unit Boasts Of Top Bottom Excellent Finishes, Open Concept Layout That Includes Laminate Floors,9Ft Ceilings With Floor To Ceiling Windows. Den Serves As Second Bedroom. Top Notch Building Amenities - 24 Hr Concierge, Rooftop Deck. Steps To Ttc. Close To Trendy Stores, Hwy 404 And Ryerson U
Stainless Steel Fridge, Stove, Bi/Dishwasher And Microwave. Stacked Washer & Dryer. 1 Parking & 1 Locker"
C4877232,Unit 1010 - 225 Sackville St,Regent Park - Toronto,Condo Apt,"$ 735,000","$744,257",As of 2020-08-21,2 Bedrooms,2 Bathrooms,1 Garage,"$ 2,308",$600/month,"water,heat",-,2020-08-19,2020-08-21,"$2,550",2.65%,Dundas And River,Apartment,Ne,"Welcome To Paintbox Condos! A Leed Gold Award Winning Daniels Building. This Spacious Corner Suite Ft. Breathtaking Views From All Windows. It's A Split 2Brm Plan /W 9Foot Ceilings, 2 Full Baths, Well Sized Closets & A Huge Private Balcony Overlooking The Park. Convenience At Your Doorstep: Grocery Store, Shoppers, Coffee Shops (One At The Bottom Of Building), Banks, Restaurants+More. Bike Score 99, Walk Score 84, Transit Score 88. 1 Min To Ttc, 2 Min To Dvp.
Easy Walk To Adjoining Neighbourhoods Like Cabbagetown, Distillery District, Corktown, And Riverside/Leslieville. Includes All S/S Appliances: Fridge, Stove, Dishwasher, Microwave, Washer/Dryer + Tv Mount."
C4882861,Unit 2012 - 225 Sackville St,Regent Park - Toronto,Condo Apt,"$ 589,900","$578,149",As of 2020-09-09,1 Bedrooms,1 Bathrooms,1 Garage,"$ 1,859",$483/month,"water,heat",-,2020-08-24,2020-09-08,"$1,924",2.49%,Dundas & Parliament,Apartment,E,"Spacious, Luxurious And Spectacular Views From This One Bedroom Condo (With Parking) At Paintbox! This Suite Boasts Stainless Steel Appliances, Stone Kitchen Counters With An Upgraded Kitchen Island With Overhang For Dining And Wine Storage. Expansive Living/Dining Room With Floor-To-Ceiling Windows, Upgraded Light Fixtures And Frosted Sliding Glass Doors. Custom Window Coverings And Wall Treatments. Parking And Locker Included.
Walk Out To Your Full Length Balcony With Interlocking Flooring And Stunning East Exposure. Views Over The Park, Cabbagetown (To The North) & Corktown (To The South). Extensive Building Amenities Will Be Available Once It's Safe To Return!"
C4899739,Unit 602 - 55 Regent Park Blvd,Regent Park - Toronto,Condo Apt,"$ 747,000","$779,599",As of 2020-09-11,2 Bedrooms,2 Bathrooms,1 Garage,"$ 2,555",$582/month,"water,heat",0-5,2020-09-05,2020-09-05,"$2,517",2.48%,Dundas/ Sumach,Apartment,Se,"Only One Corner Suite In A Tower With Walk Out To A Large Terrace W/ Clear View Plus Extra Balcony! Bright & Spacious 2 Bedrooms ( 800 Sq.F) Split Layout With South East Exposure & View Of Downtown Toronto & Cn Tower. Floor To Ceiling Panoramic Windows In Each Room. 9Ft Ceiling. Laminated Flooring Throughout. Gourmet Style Kitchen W/ Granite Counter & S/S Appliances. Sep Living & Dining Areas . Owned Parking & Upsized Locker Included!
S/S Fridge, Stove , B/I Microwave W/Hood. Washer & Dryer. All Elf's ,All Wind Cvr. State Of The Art Amenities:Fitness Centre, Basketball,2 Squash,Table Tennis, Billiard, Sauna, Media Rm, Piano Room, Bbq, Bus/Study Rm, Party Rm, Roof Garden"
C4902950,Unit 1710 - 225 Sackville St,Regent Park - Toronto,Condo Apt,"$ 755,000","$775,196",As of 2020-09-09,2 Bedrooms,2 Bathrooms,1 Garage,"$ 2,500",$600/month,"water,heat",-,2020-09-08,2020-09-08,"$2,518",2.47%,Dundas And Sackville,Apartment,Ne,":Corner Unit!!Bright, Spacious & Full Of Natural Light.,24Hr Concierge, Theatre, Rec Rm & B.B.Q. Convenience At Your Doorstep. Coffee Shops, Banks, Grocery Store, Restaurants & More. Nearby Parks: Oak Street Park& Riverdale Park. Walk Score 92, Transit Score 99, Bike Score 75, Near Dvp & Gardiner Expy
Fridge, Stove, Dishwasher, Microwave, Washer & Dryer"
C4869256,Unit 605 - 225 Sackville St,Regent Park - Toronto,Condo Apt,"$ 638,000","$694,410",As of 2020-08-14,1+1 Bedrooms,2 Bathrooms,1 Garage,"$ 2,063",$539/month,"water,heat",-,2020-08-13,2020-08-14,"$2,275",2.54%,Sackville & Dundas,Apartment,W,"Lovingly Maintained Daniels Built Spacious 1 +1 Den, 2 Full Baths. 9' Ceilings, Large Balcony & A Beautiful Open Concept Kitchen W/Granite Counters & Stainless Steel Appliances. Located Just Minutes From The Eaton Centre, Dundas Square, Gardiner, Dvp & Ttc Access 1 Minute Away. 24 Hr Concierge, Sunlit Party & Games Room, Outdoor Terrace & State Of The Art Fitness Centre. Priced To Sell, Offer Anytime, Act Fast!
All Existing Appliances:Fridge,Stove,Oven,Dishwasher,Washer,Dryer. Includes All Existing Elfs, Freshly Painted. 1 Parking & 1 Locker."
C4903854,Unit 517 - 25 Cole St,Regent Park - Toronto,Condo Apt,"$ 649,900","$688,375",As of 2020-09-09,1+1 Bedrooms,1 Bathrooms,1 Garage,"$ 2,601",$501/month,"water,heat",-,2020-09-09,2020-09-09,"$2,197",2.41%,Dundas St & Parliament,Apartment,E,"Spotless! East Facing 1 Bed + Den/Dining Willowdale Model At One Cole Condos In The Sought-After Regent Park Community Offers 750 Sqft Of Total Space Including Extra Large Balcony With Double Access & Unobstructed City Views. 9Ft Ceilings, Large Windows, Laminate Floors Throughout, Granite Counter Tops, S/S Appliances And A Large W/I Closet! 24Hr Concierge, Gym, Party Room, Regent Park, Aquatic Centre, Art Centre, Library, Worship, Fresco, Tim Hortons, T.T.C.
S/S Fridge, Smooth-Top Stove, Built-In Dishwasher, Over-The-Range Microwave, Stacked Washer/Dryer, All Elf's, Window Coverings, Master Closet Built Ins, Parking (Level B #162) And Locker (Level 5, Unit 31)."
C4860160,Unit 2602 - 55 Regent Park Blvd,Regent Park - Toronto,Condo Apt,"$ 797,000","$799,321","<selenium.webdriver.remote.webelement.WebElement (session=""7a3e11b5f1a5cbd46c6f28ed6935c1da"", element=""73fd17b6-57ca-408e-84fb-74c66363da67"")>",2 Bedrooms,2 Bathrooms,1 Garage,"$ 2,579",$615/month,"water,heat",6-10,2020-08-06,2020-09-11,"$2,500",2.34%,Dundas & Regent Park Blvd,Apartment,Se,"Spectacular Unobstructed Views Of The Lake And City At One Park Place South Tower. Efficient Corner Unit Layout With Many Windows And Ample Natural Light. The Open Balcony Features Protected Views Of The Waterfront And City Skyline. Fully Equipped Amenities Facilities With Basketball & Squash Courts, Gym, Steam Room, Party Room, Meeting Room, Games Room, Lounge With Outdoor Terraces And Bbqs. Steps To Ttc And Easy Access To Dvp. Offers Welcome Anytime.
Includes: Stainless Steel Fridge, Cooktop, Hood Fan And Built In Oven, Dishwasher, Microwave, Stacked Washer And Dryer (New Feb 2020), All Existing Light Fixtures, Window Coverings, One Parking And One Locker."
C4892724,Unit 2101 - 225 Sackville St,Regent Park - Toronto,Condo Apt,"$ 585,000","$593,780",As of 2020-09-01,1 Bedrooms,1 Bathrooms,1 Garage,"$ 2,272",$503/month,"water,heat",6-10,2020-08-31,2020-08-31,"$1,923",2.3%,Dundas/Parliament,Apartment,E,"Beautiful 1 In Paintbox Building With Great City Views. 9 Ft. Ceilings Thru-Out. Floor-To-Ceiling Cabinetry. Open Concept Kitchen With Granite Counters, Ttc Streetcar Bus Stop At Condo's Doorstep. Subway Blocks Away. 24 Hr Concierge, Free Wifi At Condo Lounge, Gym/Fitness Center, Party Rm. Enjoy The Artistic Life In The City. Extras:Stainless Steel Appls/En Suite Laundry/Private Balcony/U Parking/24 Hr Concierge/Gym/Free Wifi @ Lobby. /Art Center Toronto Eato
Stainless Steel Appls/En Suite Laundry/Private Balcony/U Parking/24 Hr Concierge/Gym/Free Wifi @ Lobby. /Art Center Toronto Eaton Center/Yonge/U Of Toronto/Ryerson U Mins Away. Ttc Streetcar Bus Stop At Condo's Doorstep"
C4894574,Unit 1613 - 170 Sumach St,Regent Park - Toronto,Condo Apt,"$ 559,000","$567,664",As of 2020-09-10,1 Bedrooms,1 Bathrooms,0 Garage,"$ 1,739",$402/month,"water,heat",-,2020-09-01,2020-09-10,"$1,750",2.38%,Dundas E & Sumach St,Stacked Townhse,Se,"One Park Place North By Daniels, Nestled In The Centre Of Toronto's Most Vibrant Neighbourhood. A Fantastic, Chic 1 Bedroom Suite W/ Great Balcony Overlooking East & Slightly South Including The Lake. Modern Kitchen With Quartz Counter Tops, Soft Close Cabinets, 9 Ft Ceilings, Laminate Floor Throughout 2020. Freshly Painted 2020. Top Notch Building Amenities With 24 Hr Concierge.
Stainless Steel Fridge, Wall-Oven, Cook-Top, Dishwasher, Microwave, Hood Fan, Washer , Dryer & Window Coverings. Steps To Ttc. Close To Trendy Stores, Hwy 404, Ryerson And The Distillery District"
C4817779,Unit 902 - 170 Sumach St,Regent Park - Toronto,Condo Apt,"$ 738,000","$766,178",As of 2020-08-20,2 Bedrooms,2 Bathrooms,1 Garage,"$ 2,642",$652/month,"water,heat",0-5,2020-07-04,2020-09-12,"$2,500",2.38%,Dundas St/Sumach St,Apartment,Se,"Corner Unit - South East Exposure - Morning Sun - Amazing View Of The City - Lake - Rooftop Terrace/Garden - Basketball Court - Soccer Field - Runners Track & Other Bright - Spacious - Modern Unit With Functional Layout.
Stainless Steel Fridge, Stove, Built-In Dishwasher, Microwave, Washer, Dryer, Locker, Parking And All Permanent Fixtures Now On The Property."
C4902659,Unit Ph13 - 170 Sumach St N,Regent Park - Toronto,Condo Apt,"$ 599,000","$600,566",As of 2020-09-09,1 Bedrooms,1 Bathrooms,0 Garage,"$ 1,793",$402/month,"water,heat",-,2020-09-08,2020-09-08,"$1,750",2.24%,Dundas And Sumach,Apartment,Se,"Welcome Home! Enjoy Pent House Living At Its Best Over Looking Lake Ontario. Phenomenal Views From Private Balcony, High 12 Ft Ceilings, And A Great Functional Layout. Building Amenities Are Second To None. Basketball & Squash Courts, Gym, Steam Room, Lounge W/Outdoor Terrace, Cabanas & Bbqs. Brand New Washer And Dryer. Huge Laundry Room Is Ensuite Locker Plus Separate Locker. Custom Built In For Tv Area. Come Look Quick As This Unit Will Not Last!!
Fridge, Stove, Dishwasher, Brand New Washer, Brand New Dryer, All Electrical Light Fixtures, All Window Coverings, One Locker Included."
C4850752,Unit 1609 - 225 Sackville St,Regent Park - Toronto,Condo Apt,"$ 775,000","$763,404",As of 2020-07-30,2 Bedrooms,2 Bathrooms,1 Garage,"$ 2,393",$634/month,"water,heat",-,2020-07-30,2020-07-30,"$2,103",1.86%,Sackville And Dundas,Apartment,Nw,"Amazing Unobstructed Views Of Downtown Toronto From The Balcony. Sun Filled Corner 2 Bdrm, 2 Bath Unit W/ Open Concept Layout And Floor To Ceiling Windows. Kitchen Features Stainless Steel Appliances & Centre Island W/ Breakfast Bar Seating. Bdrms Boast Floor To Ceiling Windows, Ample Closet Space & Master Comes W/ 4Pc Ensuite! Enjoy This Truly Amazing Location, Close To Parks, Restaurants, Shops And Only Steps To The Ttc.
Incl. Fridge, Dw, Microwave, Stove, Washer, Dryer, Elfs, Hwt (Owned), Window Coverings. Excl. Coat Hanger At Entrance."
C4841490,Unit 2603 - 225 Sackville St,Regent Park - Toronto,Condo Apt,"$ 848,000","$873,233",As of 2020-08-22,2 Bedrooms,2 Bathrooms,1 Garage,"$ 2,495",$641/month,"water,heat",6-10,2020-07-23,2020-08-22,"$2,175",1.69%,Dundast St E And Parliament St,Apartment,Se,"Penthouse Corner Suite W/ Unobstructed Panoramic Toronto Skyline & Lake Views!!! 2 Bedrooms (Split Layout) & 2 Baths, Bright Floor-To-Ceiling Windows, 9Ft Ceiling. Brand New Bosch Ss Stove, Microwave & Dishwasher. Centre Island W/ Breakfast Bar. Steps To Cabbagetown, Distillery District, Community Park, Aquatic Centre & Athletic Grounds. Walking Distance To Ryerson University, Eaton Centre, Supermarket & Schools. Easy Access To Ttc & Dvp.
Ss Kitchen Appliances (Fridge, Stove, B/I Microwave & B/I Dishwasher), Frontloading Washer/Dryer, All Electric Light Fixtures, All Window Coverings."
C4880833,Unit 305 - 19 River St,Regent Park - Toronto,Condo Apt,"$ 849,000","$858,881",As of 2020-08-25,1 Bedrooms,1 Bathrooms,0 Garage,"$ 3,142",$548/month,water,-,2020-08-21,2020-08-25,"$1,990",1.53%,River & Queen,Loft,E,"Welcome To The Iconic Vinegar Lofts! This Boutique Hard Loft Has Extra High Ceilings, Massive Floor To Ceiling Windows & The Entire Unit Is Filled With Beautiful Light All Day! Walk Out To Private Balcony, Polished Concrete Floors, Tons Of Storage With An Ensuite Storage Space Of Over 300 Sq. Ft (Plus A Locker), Steps To King/ Queen/ Dundas Streetcars And Easy Access To Dvp. Minutes To Leslieville, The Distillery And The Best That Corktown Has To Offer!
S/S (Fridge, Stove, B/I Microwave, Dishwasher), Washer, Dryer, Wardrobe In Bdrm, All Elfs And All Window Coverings. Min To The Don River Trails; Paradise For Runners/ Cyclists! This Loft Is A Must See! Check Out The Interactive Virtual Tour"
