Listing_num,Address,Community,House_type,Listing_price,Sigma_estimate,Estimated_on,Sold_price,Bedroom,Washroom,Parking,Tax,Property_type,Maintenance,Building_age,Size,Basement,Utility_incl,Days_on_market,Rental_dom,Listed_on,Updated_on,Rental_estimate,Rental_yield,Major_intersection,Amenities,Exposure,Municipality,Description
E4924805,Unit 304 - 2 Bellefair Ave,The Beaches - Toronto,Condo Apt,"$599,000","$627,141",2020-09-30,"$670,000",1 Bedrooms,1 Bathrooms,0 Garage,"$2,916","Condo Apt, Apartment",$594/month,10-Jun,600-699 feet??,None,"water,heat",8 days,13 day(s),2020-09-23,2020-10-01,"$1,869",1.85%,Queen And Woodbine,"Exercise Room, Visitor Parking",S,Toronto,"Steps To All The Shops On Queen St, A Short Walk To Woodbine Beach & Transit At Your Door, This 1 Bdrm Unit Is In An Unbeatable Location! Modern Open Concept Layout W/ Floor To Ceiling South Facing Windows Allow The Sun To Fill The Space! Look Out Over Kew Beach Gardens! Enjoy Your Stunning Kitchen W/ Integrated Appliances, Backsplash & Centre Island! Enjoy All The Beaches Has To Offer W/ Everything You Need Right Outside!"
C4923058,Unit 511 - 797 Don Mills Rd,Flemingdon Park - Toronto,Condo Apt,"$579,900","$575,599",2020-09-23,"$564,000",2 Bedrooms,2 Bathrooms,1 Garage,"$2,099","Condo Apt, Loft",$921/month,16-30,1000-1199 feet??,None,"water,heat",9 days,19 day(s),2020-09-22,2020-10-09,"$2,248",2.15%,Don Mills & Eglinton,"Concierge, Exercise Room, Gym, Party/Meeting Room, Security Guard, Visitor Parking",Se,Toronto,"Bright & Spacious 2 Bedroom At Tribeca Lofts! Over 1,100 Sq Ft Of Living Space. Enjoy Open Concept Floor Plan, Large Master & Spa Like En-Suite. Hardwood Floors & Upgraded California Shutters T/O, 10 Ft Ceilings. Beautiful North-East City Views, Corner Unit W/ Loads Of Natural Light. Well Run & Unique Building, Central Uptown Location, Steps To Soon-To-Be-Completed Lrt, Real Super Store, Minutes To The Dvp, 15 Mins To Downtown, Mins To Aga Khan Museum!"
C4922476,435 Glenholme Ave,Oakwood-Vaughan - Toronto,Semi-Detached,"$649,900","$799,358",2020-09-30,"$647,000",3 Bedrooms,2 Bathrooms,0 Garage,"$3,058","Semi-Detached, 2-Storey",,-,1300 feet?? (SigmaEstimate??),"Sep Entrance, Unfinished",,9 days,11 day(s),2020-09-22,2020-10-02,"$3,031",4.03%,Vaughan Rd/Oakwood Ave,,E,Toronto,"Semi-Detached Home Awaiting Your Personal Touches! Unfinished Basement Has Separate Entrance & Full Height Ceilings. Walk To Transit, Cafes, Restaurants, Shops, Eglinton Subway & Future Lrt. Minutes To Allen Rd & 401."
C4910724,Unit 104 - 270 Wellington St W,Waterfront Communities C1 - Toronto,Condo Apt,"$699,900","$730,934",2020-09-30,"$699,900",1 Bedrooms,1 Bathrooms,1 Garage,"$3,449","Condo Apt, Apartment",$511/month,-,800-899 feet??,None,water,17 days,20 day(s),2020-09-14,2020-10-07,"$2,249",2.18%,Wellington St/Blue Jays Way,"Concierge, Gym, Indoor Pool, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",S,Toronto,"Locate Your Small Business To This Incredible Live/Work Space In The Heart Of The Entertainment District In Downtown Toronto. Live In This Large 1-Bed, 1-Bath Ground Floor Condo While You Run Your Small Business In The Street-Level Office/Retail Area Of The Condo Or Use The Entire 844Sqft For Your Business. No Longer Worry About Landlords Increasing Your Rent Or Evicting You From Your Space That You've Worked Hard To Build - Own Your Own Space."
C4903277,Unit 2308 - 101 Erskine Ave,Mount Pleasant West - Toronto,Condo Apt,"$550,000","$538,027",2020-09-25,"$547,000",1 Bedrooms,1 Bathrooms,0 Garage,"$1,973","Condo Apt, Apartment",$277/month,0-5,0-499 feet??,None,,22 days,17 day(s),2020-09-09,2020-10-01,"$1,717",2.66%,Yonge & Eglinton,"Concierge, Exercise Room, Gym, Media Room, Outdoor Pool, Visitor Parking",S,Toronto,"Luxury 101 Erskine Built By Tridel. Spacious 1 Bedroom With Direct Sunny South Exposure (Downtown Views) W/ A Massive Balcony! In The Heart Of Toronto-Walk To Restaurants, Cafes & Shopping- Great Amenities-Yoga Studio-Theatre-Party Room-Rooftop Garden-Infinity Pool-Concierge & More -Walking Distance To Subway"
C4897742,Unit 637 - 460 Adelaide St E,Moss Park - Toronto,Condo Apt,"$625,900","$627,194",2020-10-09,"$578,000",1+1 Bedrooms,1 Bathrooms,0 Garage,"$2,162","Condo Apt, Apartment",$382/month,-,600-699 feet??,,"water,heat",32 days,16 day(s),2020-08-30,2020-10-10,"$2,034",2.64%,Adelaide/Sherbourne,,S,Toronto,"***View Virtual Tour Attached*** This 1 Bedroom Plus Media Unit Is Located In A Prime Downtown Location! Bike Score Of 99, Transit Score 98, & Walk Score Of 94! This Unit Has ~9 Foot Ceilings, Floor To Ceiling Windows, Hardwood Floors Throughout, European Style Kitchen Quartz Countertops, Backsplash, Large Living Room Walking Out To Large Balcony. Steps To Transit, St. Lawrence Market, Sugar Beach, Don River Park, The Distillery District, Schools, Parks."
C4897741,366 Dundas St E,Cabbagetown-South St. James Town - Toronto,Condo Townhouse,"$675,000","$719,104",2020-09-30,"$600,000",2 Bedrooms,2 Bathrooms,1 Garage,"$2,330","Condo Townhouse, 2-Storey",$453/month,-,1000-1199 feet??,Fin W/O,water,28 days,11 day(s),2020-09-03,2020-10-01,"$2,571",3.08%,Dundas And Parliament,"Bbqs Allowed, Visitor Parking",Ns,Toronto,"Toronto Meets Brooklyn With This Magical Brownstone Style Condo Townhouse. Close To Cabbagetown, And Right In The Urban Core With Ttc At Your Door. Renovated Top To Bottom 2 Bed, 2 Baths & Over 1000 Square Feet With Parking, Deck, And Tons Of Storage, Including Giant Walk-In Closet. Super Low Maintenance Fees & Community Garden, - This Heritage Complex Is Truly A Hidden Gem. Perfect Trifecta Of Fab, Glam, And Affordable!"
C4859906,Unit 3207 - 16 Bonnycastle St,Waterfront Communities C8 - Toronto,Condo Apt,"$599,900","$607,824",2020-08-06,"$555,000",1 Bedrooms,1 Bathrooms,0 Garage,"$2,159","Condo Apt, Apartment",$371/month,0-5,0-499 feet??,None,,56 days,19 day(s),2020-08-06,2020-10-01,"$1,875",2.42%,Sherbourne & Queens Quay E,"Bus Ctr (Wifi Bldg), Exercise Room, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden, Security Guard",E,Toronto,***Award Wining Luxury Monde Condos By Great Gulf ***32nd Floor***Amazing City/Lake Views***Elegant Waterfront Living***One Bedroom***Quartz Countertop***Eng.H.W. Floor***Ultra Modern Appliances***9Ft Smooth Ceilings***Floor To Ceiling Windows***High Speed Internet Is Included In Maintenance**1 Locker Included**State Of The Art Building***Leed Gold Certification***19000 Sqft Amenities**Walking Distance To Lake/George Brown College***Minutes From Gardiner/Dvp.
E4934849,196 Westlake Ave,Woodbine-Lumsden - Toronto,Detached,"$699,900",Estimated Date,-,"$785,000",1+1 Bedrooms,2 Bathrooms,0 Garage,"$2,819","Detached, Bungalow",,-,#NAME?,Finished,,1 days,School,2020-09-29,2020-10-01,Rental Yield,Rental Dom,Woodbine Ave / Lumsden Ave,,W,Toronto,Looking For A Condo Alternative? Look No More...Steps From The Danforth And Subway. This Solid Double Brick Bungalow Is Nestled On A Charming Family Street! Renovated To A Very High Standard With Gorgeous Kitchen Including Quartz Counter Tops Loads Of Updated Cabinetry And Stainless Appliances. Home Office Overlooking Large Deck And Landscaped Garden. 1 Car Parking! Move In Ready!
W4932478,Unit 621 - 812 Lansdowne Ave,Dovercourt-Wallace Emerson-Junction - Toronto,Condo Apt,"$599,000","$656,677",2020-09-29,"$590,000",2 Bedrooms,1 Bathrooms,1 Garage,"$1,777","Condo Apt, Apartment",$412/month,10-Jun,600-699 feet??,None,"water,heat",1 days,12 day(s),2020-09-29,2020-10-06,"$2,128",2.74%,Lansdowne & Dupont,"Gym, Party/Meeting Room, Visitor Parking",E,Toronto,"Welcome To The West! Bright Modern Unit W/Stylish Upgrades Is Move In Ready! Open Concept Living/Dining Space Is Perfect For Entertaining. Ampe Storage In Kitchen And Throughout The Unit, As Well As A Separate Storage Locker! The Dovercourt-Wallace Emerson-Junction Community Has Become Known For Its Local Food And Arts Scene As Well As Its Proximity To Some Of The Hottest Areas In To Commuter Friendly Location Steps To The Subway And A Quick Walk To Go Train!"
C4925780,Unit 1003 - 99 Hayden St,Church-Yonge Corridor - Toronto,Condo Apt,"$599,000","$617,367",2020-09-24,"$640,000",2 Bedrooms,1 Bathrooms,1 Garage,"$2,507","Condo Apt, Apartment",$695/month,16-30,700-799 feet??,None,water,7 days,22 day(s),2020-09-23,2020-10-01,"$2,453",2.72%,Church/Yonge,"Bike Storage, Exercise Room, Party/Meeting Room, Recreation Room, Rooftop Deck/Garden",Nw,Toronto,"99 Hayden Is The Building You Have Been Waiting For! Sun-Filled And Spacious 2 Bedrm Unit With Parking Located At Church And Bloor. Lg Windows, Open Balcony, Hrdwd Fls, Ens Laundry. Amenities Incl Roofop Lounge With Sun Terrace & 2 Bbqs, Party And Exercise/Gym Rooms. Close To Everything- Steps Away From All That Yonge St And Church St Have To Offer, Or A 5 Min Walk To The Subway."
C4925692,Unit 517 - 15 Bruyeres Mews,Niagara - Toronto,Condo Apt,"$599,999","$631,356",2020-09-29,"$590,000",1+1 Bedrooms,1 Bathrooms,1 Garage,"$2,195","Condo Apt, Apartment",$546/month,-,600-699 feet??,None,"water,heat",7 days,14 day(s),2020-09-23,2020-10-01,"$1,950",2.18%,Lakeshore & Bathurst,"Bbqs Allowed, Bike Storage, Concierge, Exercise Room, Party/Meeting Room, Rooftop Deck/Garden",N,Toronto,"Spacious 1+Den Converted Into A 2 Bed By The Builder. This Modern Open Concept Condo Features 9 Feet Ceilings, Laminated Flooring Throughout The Condo With High End Finishes. Building Has An Amazing Rooftop Party Room Attached To A Roof Top Garden Where You Can Barbecue Or Sit By The Firepit. Loblaws Plus 25,000 Sq. Ft Of Retail & Restaurants Space Across The Street, Walking Distance To Billy Bishop Airport, 3 Minute Walk To The Lake"
C4924099,Unit 1607 - 77 Maitland Pl,Cabbagetown-South St. James Town - Toronto,Condo Apt,"$600,000","$631,974",2020-10-01,"$630,000",2 Bedrooms,2 Bathrooms,1 Garage,"$2,393","Condo Apt, Apartment",$660/month,-,800-899 feet??,None,"water,heat",7 days,11 day(s),2020-09-23,2020-10-01,"$2,525",3.02%,Jarvis & Wellesley,"Bike Storage, Concierge, Indoor Pool, Party/Meeting Room, Squash/Racquet Court, Visitor Parking",W,Toronto,"Opportunity Knocks, Great Space & Value! Large 2 Bedroom, 2 Bathroom At The Award Winning Celebrity Place, Boasting Sunny West Views, Huge Terrace And Windows On The National Ballet School. This ""Garbo Suite"" Has Brand New Wide Plank Laminate And Is Freshly Painted. New Windows & Patio Doors 2018. Fabulous Amenities Include Indoor Pool, Concierge, On-Site Store, Squash & Ball Courts. Cabbagetown, Church St, Restos, Shopping At Your Doorstep! Walk To Work!"
C4921190,Unit 1105 - 60 Berwick Ave,Yonge-Eglinton - Toronto,Condo Apt,"$688,000","$695,703",2020-09-29,"$759,600",2 Bedrooms,2 Bathrooms,1 Garage,"$3,292","Condo Apt, Apartment",$578/month,0-5,700-799 feet??,None,"water,heat",10 days,14 day(s),2020-09-20,2020-10-01,"$2,867",3.28%,Yonge/Eglinton,"Concierge, Exercise Room, Guest Suites, Media Room, Sauna, Visitor Parking",W,Toronto,"The Only Condo In The Prestigious & Quiet Southwest Corner Of Yonge/Eglinton. Steps To Subways(Line 1 & Future Line 5). Close To 800 Sf + 140 Sf Balcony Per Floor Plan. Westview. Best School Zones:Oriole Park Jr Ps & Davisville Jr Fi, Excellent North Toronto Ci W/ Strong Academy & Art Record. Split 2 Bdr Plan, Granite Counters, Upgraded Backsplash, Bright Open Concept Living&Dining With Tree Views. Underground Parking - Close To Elevator, 2 Lockers 1 Rented"
C4920484,Unit 601 - 60 Colborne St,Church-Yonge Corridor - Toronto,Condo Apt,"$620,000","$655,237",2020-09-24,"$613,500",1+1 Bedrooms,1 Bathrooms,1 Garage,"$2,866","Condo Apt, Apartment",$626/month,-,600-699 feet??,None,heat,10 days,22 day(s),2020-09-20,2020-10-01,"$2,128",2.08%,Church And Colborne,,N,Toronto,"Location, Location, Location! Incredible 1 + Den In The Heart Of St. Lawrence Market With A 100% Walking Score. Fabulous Open Concept With Built-In Cabinetry, Designer Kitchen & Built-In Stainless Steel Appliances. Great Amenities And Close To St. Lawrence Market, Financial District, Universities, Shops, Entertainment & Transit. Move In Or Invest. This Is The One You Have Been Waiting For! Parking And X-Large Balcony Included."
E4918681,51 Heron Park Pl,West Hill - Toronto,Freehold Townhouse,"$669,000","$710,692",2020-09-29,"$687,000",3 Bedrooms,3 Bathrooms,1 Garage,"$2,914","Freehold Townhouse, 3-Storey",,0-5,1100-1500 feet??,None,,12 days,9 day(s),2020-09-18,2020-10-01,"$2,417",3.57%,Lawrence Ave And Manse Rd,,N,Toronto,"2017 Built Executive Mattamy Freehold Town House Near Heron Park Community 9 Ft Ceiling. Main Floor Foyer With Access To Extended Length Garage. Upgraded Oak Staircase And Granite Countertop. Open Concept Great Room With Formal Dining Area And W/O To Good Size Balcony, 2nd-Floor Laundry, High-End Stainless Steel Appliances. Near All Amenities, Schools, Shopping, Highway & More. Not To Be Missed ** Freehold No Maintenance Fee **. Sqft Area 1451 Ft."
C4915770,Unit 8 - 106 Redpath Ave,Mount Pleasant West - Toronto,Condo Townhouse,"$758,000","$738,980",2020-09-25,"$675,000",2 Bedrooms,2 Bathrooms,1 Garage,"$2,807","Condo Townhouse, Multi-Level",$664/month,16-30,800-899 feet??,None,water,14 days,13 day(s),2020-09-16,2020-10-02,"$2,700",2.77%,Mount Pleasant And Eglinton,Visitor Parking,Se,Toronto,"Welcome To Yonge & Eglinton: Imagine Coming Home To A Chic Corner Townhome - No Waiting On Elevators - Morning Coffee Or Evening Cocktails On Your Private Terrace & Steps To Great Amenities. This Neighborhood Is Walkable And Family Friendly But Still Right In The Heart Of City Living. The Updated Kitchen And Washrooms Mean You Can Kick Back And Enjoy. It Feels Like A House But With Someone Else To Look After The Upkeep. Photos Are Frm Staging, Unit Is Empty."
C4908493,Unit 601 - 17 Barberry Pl,Bayview Village - Toronto,Condo Apt,"$499,888","$516,602",2020-09-29,"$552,388",1+1 Bedrooms,2 Bathrooms,1 Garage,"$2,237","Condo Apt, Apartment",$591/month,-,800-899 feet??,None,"water,heat",19 days,24 day(s),2020-09-11,2020-10-01,"$2,075",2.69%,Bayview / Sheppard,"Concierge, Exercise Room, Guest Suites, Indoor Pool, Recreation Room, Visitor Parking",N,Toronto,"Luxurious Empire By Daniels In Demand Bayview Village! Largest 1+1 With Huge Balcony! Best Value Per Sqft At Time Of Listing* 802 Sqft* Top Notch Building Amenities. 10+++ Location! Walking Distance To Subway, Bayview Village Mall, Ymca, Schools & Parks. Easy 401/404 Access. Quiet North Exposure. Updated Laminate Flooring. Move-In Condition!"
C4906886,Unit 1410 - 628 Fleet St,Waterfront Communities C1 - Toronto,Condo Apt,"$575,000","$592,929",2020-09-11,"$515,000",1 Bedrooms,1 Bathrooms,1 Garage,"$1,949","Condo Apt, Apartment",$382/month,-,500-599 feet??,None,"water,heat",20 days,20 day(s),2020-09-10,2020-09-30,"$1,958",2.64%,Lake Shore / Bathurst,"Concierge, Gym, Indoor Pool, Media Room, Party/Meeting Room, Visitor Parking",E,Toronto,"Live At West Harbour City And Enjoy Beautiful Views Of The Lake! Spacious 1 Bedroom Unit In This Art-Deco Inspired Building! The Ttc Is At Your Doorstep! Only Minutes To Waterfront Parks And Trails. 24 Hour Concierge And Resort Style Facilities With Indoor Pool, Gym, Theatre Lounge And Guest Suites! Parking And Locker Included."
C4906740,Unit 310 - 20 Minowan Miikan Lane,Little Portugal - Toronto,Condo Apt,"$645,000","$687,925",2020-09-11,"$630,000",2 Bedrooms,1 Bathrooms,1 Garage,"$2,177","Condo Apt, Apartment",$435/month,0-5,600-699 feet??,None,"water,heat",20 days,13 day(s),2020-09-10,2020-10-07,"$2,300",2.79%,Queen St W / Gladstone Ave,"Concierge, Guest Suites, Gym, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",W,Toronto,"Urban, Loft-Style, Living On Trendy Queen West! This Split 2-Bedroom Layout At ""The Carnaby"", Features Lots Of Space, With A Cozy Outdoor Balcony Space. Also, *Engineered Hardwood* *9Ft Ceilings* *Floor To Ceiling Windows* *Caesarstone Countertops* **Walk-In Closets For Both Bedrooms* *Built-In Kitchen Appliances* And *Owned Parking Spot* *Modern Gym Facilities* *Party Room With Bbq Patio Area! All At Great Value! Check It Out Today! Pls See 3D Virtual Tour!"
C4905338,Unit 1605 - 19 Grand Trunk Cres,Waterfront Communities C1 - Toronto,Condo Apt,"$639,000","$659,831",2020-09-21,"$610,000",1+1 Bedrooms,1 Bathrooms,0 Garage,"$2,243","Condo Apt, Apartment",$465/month,10-Jun,600-699 feet??,None,"water,heat",20 days,20 day(s),2020-09-10,2020-10-01,"$2,132",2.48%,Bremner & York,"Concierge, Games Room, Gym, Indoor Pool, Party/Meeting Room, Visitor Parking",N,Toronto,"Live In One Of Toronto's Most Desirable Areas In This Spacious One Bedroom W/ Large Functional Den, Bright Layout With Floor To Ceiling Windows In Both Living Area & Bedroom! Modern Kitchen With Stainless Steel Appliances & Large Breakfast Bar! Ideal Location Steps From Union Station, Underground Path, Financial District, & Lots Of Restaurants!"
C4899115,Unit 664 - 209 Fort York Blvd,Waterfront Communities C1 - Toronto,Condo Apt,"$589,900","$613,398",2020-09-30,"$578,000",1+1 Bedrooms,1 Bathrooms,1 Garage,"$2,165","Condo Apt, Apartment",$523/month,0-5,600-699 feet??,None,"water,heat",27 days,20 day(s),2020-09-03,2020-10-01,"$2,026",2.37%,Fort York/Bathurst,"Concierge, Indoor Pool, Recreation Room, Visitor Parking",Nw,Toronto,"Well Maintained Waterfront Living At Neptune Condos! 660 Sqft 1 Bedroom + Den Corner Unit W/ Parking & Locker. Spacious Open Concept Floor Plan W/ Walk-Out To 120 Sqft Wrap Around Balcony. Open Concept Kitchen W/ Island, Stainless Steel Appliances, Large Master & Separate Den (Can Be Used As 2nd Brm) Indoor Pool, 24Hr Concierge, Transportation At Your Doorstep, Walking Distance To Lakefront. New Common Area Flooring Being Installed Throughout Entire Building."
W4892311,Unit 2317 - 30 Shore Breeze Dr,Mimico - Toronto,Condo Apt,"$675,000","$642,350",2020-09-25,"$665,000",1+1 Bedrooms,1 Bathrooms,1 Garage,$ -,"Condo Apt, Apartment",$479/month,0-5,600-699 feet??,None,,30 days,18 day(s),2020-08-31,2020-10-01,"$2,175",2.97%,Parklawn And Lakeshore,"Bbqs Allowed, Bike Storage, Concierge, Gym, Indoor Pool, Security Guard",Se,Toronto,"An Original With Stunning Views Of The City And Lake Views Of Parklawn Grounds. 1 Bedroom Plus Den, Locker, Parking, Upgraded Union Light Fixtures, Frosted 3 Panel Interior Doors, Smooth Ceilings, Custom Murphy Bed By Night & Desk By Day. Custom Waterfall Island, Custom Closet In Foyer, Shoe Storage, Pot Lights In Foyer And Bathroom, Outdoor Patio Decking, One Of The Larger 1 Bedroom Suites In Sky Tower. Pleasure To Show, Wont Be Disappointed!"
C4891695,Unit 3607 - 19 Grand Trunk Cres,Waterfront Communities C1 - Toronto,Condo Apt,"$599,000","$612,403",2020-09-27,"$555,000",1+1 Bedrooms,1 Bathrooms,0 Garage,"$2,057","Condo Apt, Apartment",$415/month,-,500-599 feet??,None,"water,heat",30 days,20 day(s),2020-08-31,2020-10-06,"$1,850",2.27%,York/Bremner,"Bike Storage, Concierge, Guest Suites, Gym, Indoor Pool, Visitor Parking",E,Toronto,"Virtual Tour Available***Meticulously Maintained Luxury Condo In The Heart Of The City W/100 Transit Score & 92 Walk Score. Modern 1Bed+Study With Functional Layout And Large Windows. Direct Path Access. Steps From Union Station, Cn Tower, Harbourfront, Martin Goodman Trail, Financial And Entertainment Districts, Rogers Center, Steps To Lake Ontario. 2 Walk-Outs To Oversized Balcony. Amenities: 24-Hour Concierge, Gym, Yoga Room, Indoor Pool, Guest Suites+More"
C4877680,Unit 213 - 608 Richmond St W,Waterfront Communities C1 - Toronto,Condo Apt,"$574,900","$592,119",2020-09-17,"$550,000",1 Bedrooms,1 Bathrooms,0 Garage,"$2,342","Condo Apt, Loft",$408/month,0-5,600-699 feet??,None,"water,heat",42 days,20 day(s),2020-08-19,2020-09-30,"$1,800",2.22%,Richmond/Bathurst,"Bbqs Allowed, Concierge, Exercise Room, Party/Meeting Room, Visitor Parking",S,Toronto,"Welcome To The Harlowe! Perfect One Bedroom Layout South Facing Unit With Tons Of Natural Light. Over 600 Sqft This Suite Features Massive 10.5 Ft Exposed Concrete Ceilings And Feature Walls. Hardwood Flooring Throughout. European Style Cabnitry W/ Stone Countertops, S/S Appliances And Rare Gas Stove. Floor To Ceiling Windows. Spa Like Bathroom With Rain Shower Head & Deep Soaking Tub. Steps To King St, Queen St, Shopping, Cafes/Restaurants &Entertainment. St"
C4871563,Unit 1112 - 101 Peter St,Waterfront Communities C1 - Toronto,Condo Apt,"$699,000","$691,329",2020-09-02,"$735,000",1+1 Bedrooms,1 Bathrooms,0 Garage,"$2,155","Condo Apt, Apartment",$502/month,-,600-699 feet??,None,"water,heat",47 days,19 day(s),2020-08-14,2020-10-09,"$2,250",2.52%,Adelaide St / Peter St,"Concierge, Exercise Room, Guest Suites, Media Room, Party/Meeting Room",Sw,Toronto,"Bright And Airy 1Br+Den Corner Unit Located In The Heart Of Downtown. Unbeatable Location! Steps To Transit, Financial District, Cafes, Restaurants, Shopping And Entertainment. The Largest & Highest Floor For This 1Br+Den Floor Plan. Featuring 9' Ceilings, Floor To Ceiling Wrap-Around Windows; A Modern Kitchen W/ A Centre Island That Seats 4; And A Spacious Den That Can Be Partition Into A 2nd Br. Perfect For End-Users And Investors. This Unit Is A Must See!"
C4845950,Unit 2101 - 355 King St W,Waterfront Communities C1 - Toronto,Condo Apt,"$639,900","$643,125",2020-08-24,"$620,000",1+1 Bedrooms,1 Bathrooms,0 Garage,$ -,"Condo Apt, Apartment",$259/month,New,500-599 feet??,None,heat,65 days,19 day(s),2020-07-27,2020-10-07,"$2,092",3.21%,King / Blue Jays Way,"Exercise Room, Gym, Indoor Pool, Party/Meeting Room, Recreation Room, Rooftop Deck/Garden",S,Toronto,"Welcome To King Blue North Tower! This Is Your Opportunity To Live In The Entertainment District - The Most Vibrant Community In The City! This Is An Assignment Sale. Beautiful Finishes Throughout. Fabulous Amenities: Pool, Gym, Rooftop Deck/Garden. In The Heart Of The Action - Steps To The Sports Venues, Restaurants And Nightlife. Everything Our City Has To Offer. Ready To Move In Immediately."
W4924655,8 Seneca Ave,Rockcliffe-Smythe - Toronto,Detached,"$698,000","$732,043",2020-09-29,"$840,000",2+1 Bedrooms,2 Bathrooms,0 Garage,"$2,561","Detached, Bungalow",,-,900 feet?? (SigmaEstimate??),"Finished, Sep Entrance",,6 days,11 day(s),2020-09-23,2020-09-30,"$2,350",3.38%,Weston Road & Rogers Rd,,N,Toronto,"You'll Fall In Love With This Beautiful Fully Detached 2+1 Bedroom Bungalow The Second You Walk In! The Open Concept Living, Dining & Updated Kitchen With Granite Counters & Marble Backsplash Is The Ideal Setting For All Of Your Entertaining. Hardwood Floors, Crown Moulding, Pot Lights & Many Custom Finishes Through-Out + Stunning Spa-Like Bath. Basement W/ Sep Entrance, Kitchen, Bath, Living/Dining, Bed & Separate Laundry. Newer Furnace (2015) And A/C (2018)"
W4924575,2090 St Clair Ave W,Junction Area - Toronto,Semi-Detached,"$649,000","$685,739",2020-09-28,"$690,000",1 Bedrooms,1 Bathrooms,1 Garage,"$2,813","Semi-Detached, Bungalow",,16-30,900 feet?? (SigmaEstimate??),Unfinished,,6 days,7 day(s),2020-09-23,2020-10-02,"$2,778",4.36%,St Clair/Keele St.,,N,Toronto,"An Absolutely Adorable Cottage-Like Gem! Perfect Alternative To A Condo! Home Super Sweet Home! Checks All The Boxes...Generous Bedroom, 4 Pc Bath, Walk-In Closet, Incredible Private Backyard/Patio, Private Parking/Garage, Full/High Unfinished Basement With A Rough-In For A 2nd Bath*What A Fantastic Location, 10++...Walk To Stockyards, Restaurants, Big-Box Stores, Lcbo, Bank, Transit, Park*Very Unique And Special Space*Rare Floor Plan"
W4924347,Unit 152 - 12 Foundry Ave,Dovercourt-Wallace Emerson-Junction - Toronto,Condo Townhouse,"$689,000","$712,257",2020-09-28,"$753,425",2+1 Bedrooms,2 Bathrooms,1 Garage,"$2,567","Condo Townhouse, 2-Storey",$332/month,-,900-999 feet??,None,water,6 days,9 day(s),2020-09-23,2020-09-29,"$2,495",3.18%,Davenport / Lansdowne,"Bbqs Allowed, Visitor Parking",E,Toronto,"Imagine Sipping Your Cup Of Coffee On Your Large Private Patio Filled W/Greenery & Sunshine From Your End Unit Town In Davenport Village! Spacious Foyer,Entertainer's Dream Of Main Flr Liv Space W/Flr To Ceil Windows,Eng Hrdwd Flrs,W/O To Patio & Stunning Upgr Fam Size Kitch! Iron Pckts Lead You Up To 2nd Fl Office & Large Serene Sun-Filled Bdrms.Spa-Like Baths & Huge Master W/I Closet! Steps To Transit,Shopng,Parks,Trendy Restos&Cafes & More!Look No Further."
C4920432,Unit 6603 - 88 Harbour St,Waterfront Communities C1 - Toronto,Condo Apt,"$629,000","$647,781",2020-09-20,"$696,000",1 Bedrooms,1 Bathrooms,0 Garage,"$2,320","Condo Apt, Apartment",$435/month,-,500-599 feet??,None,"water,heat",9 days,20 day(s),2020-09-20,2020-09-30,"$2,083",2.48%,Bay/York/Lakeshore/Queens Quay,"Concierge, Games Room, Gym, Party/Meeting Room, Security Guard, Security System",N,Toronto,"Amazing 1 Bedroom Unit In The Luxury Harbour Plaza Residence. High Quality Built Withluxury Finishes. Floor To Ceiling Window. Modern Kitchen, B/I Stainless Steel Appliances, Ensuite Laundry. Great Bathroom Setup With Ensuite Access. Directly Connected To The Underground P.A.T.H., Walk To Downtown Core, Cn Tower, Union Station, Scotiabank Arena, Rogers Center, Balcony Is With Amazing City Views With Night Skyline."
C4919052,Unit 412 - 33 Mill St,Waterfront Communities C8 - Toronto,Condo Apt,"$599,000","$614,319",2020-09-18,"$650,000",1+1 Bedrooms,1 Bathrooms,1 Garage,"$2,681","Condo Apt, Loft",$540/month,-,700-799 feet??,None,"water,heat",11 days,18 day(s),2020-09-18,2020-10-07,"$2,275",2.73%,Mill/Parliament,"Concierge, Exercise Room, Gym, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden",N,Toronto,"Incredible Loft Living At Pure Spirits Condos In The Distillery District! Oversized 1 Bedroom + Den Loft With 10 Ft Concrete Ceilings! Lots Of Natural Light, Hardwood Floors Throughout. Brand New Spa-Like Semi Ensuite Master Bathroom With Top Of The Line Finishes. Open Concept Layout Allows For Fantastic Entertaining. Parking Included. Great Building Amenities Including Famous Outdoor Pool And Hot Tub, Party Room, Gym, Theatre Room And 24 Hour Concierge."
