Listing_num,Address,Community,House_type,Listing_price,Sigma_estimate,Estimated_on,Sold_price,Bedroom,Washroom,Parking,Tax,Property_type,Maintenance,Building_age,Size,Basement,Utility_incl,Date_on_market,Rental_dom,Listed_on,Updated_on,Rental_estimate,Rental_yield,Major_intersection,Amenities,Exposure,Municipality,Description
C4928668,Unit 206 - 6 Jackes Ave,Rosedale-Moore Park - Toronto,Condo Apt,"$ 2,268,000","$2,234,308",2020-09-25,,2+1 Bedrooms,2 Bathrooms,2 Garage,$ -,"Condo Apt, Apartment",$1411/month,New,1400-1599 feet²,None,,5 days,21 day(s),2020-09-25,2020-09-25,"$5,259",1.9%,Yonge/St.Clair,"Concierge, Guest Suites, Gym, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",W,Toronto,"Gorgeous Two Bedroom Plus Den In ""The Jack Condos"". Pure Luxury! Premium 10Ft Ceilings With Floor To Ceiling Windows With Juliette Balconies In Living Room And Master. Upgraded Kitchen And Backsplash, Upgraded Hardwood Floors, Solid Core Doors, Custom Closets Thru Out, Heated Floors In Master Ensuite, Upgraded Mosaic Inlay In Bathrooms, Upgraded Laundry Room Cabinetry With Full Size Front Loading Washer/Dryer, Custom Drapery, Newly Painted, Loads Of Closets."
C4821240,Unit 2505 - 825 Church St,Rosedale-Moore Park - Toronto,Condo Apt,"$ 1,088,800","$1,092,801",2020-07-07,,2+1 Bedrooms,2 Bathrooms,1 Garage,"$ 4,425","Condo Apt, Apartment",$624/month,0-5,800-899 feet²,None,water,85 days,42 day(s),2020-07-07,2020-07-07,"$3,317",2.13%,Yonge/Church,,Ne,Toronto,"Get The Best Of Rosedale & Yorkville In This Gorgeous Corner (Wraparound Balcony) Hard To Find Unobstructed Breath Taking Panoramic View Of Rosedale Valley, City & Lake, 9 Ft Flr To Ceiling Windows In The Luxurious Milan Condo With Lots Of Amenities. $$$ Spent On Upgrades. Large, Split 2 Bedroom Unit + Den, 2 Baths. Steps To Yonge & Bloor And Heart Of Exciting Downtown Toronto, Subway, Shopping, Entertainment, Library, Rosedale Schools Etc...."
C4819471,Unit 2807 - 300 Bloor St E,Rosedale-Moore Park - Toronto,Condo Apt,"$ 1,225,000","$1,219,675",2020-09-18,,2 Bedrooms,2 Bathrooms,1 Garage,"$ 3,946","Condo Apt, Apartment",$848/month,-,1000-1199 feet²,None,"water,hydro,heat",87 days,23 day(s),2020-07-06,2020-09-18,"$3,300",1.88%,Bloor St E/ Mt Pleasant,"Concierge, Guest Suites, Gym, Indoor Pool, Party/Meeting Room, Sauna",Sw,Toronto,"The Perfect Urban Oasis! Positioned On An Upper Flr W/ Sw Views Of The City & Glimpses Of The Lake. This Spacious And Versatile Suite Boasts A Large Entertaining Space W/Gas Fp, Large Windows, And W/O To The Sunny Balcony. The Renovated Kit Features A Breakfast Bar & Stainless Steel App. Both Baths Have Been Recently Updated W/The Master Offering A Heated Flr And Oversized W/In Shower. The 2nd Bedroom Could Also Be A Great Office With 2nd W/O To The Balcony."
C4926877,Unit 611 - 120 Rosedale Valley Rd,Rosedale-Moore Park - Toronto,Condo Apt,"$ 1,100,000","$1,058,226",2020-09-24,,2 Bedrooms,2 Bathrooms,1 Garage,$ -,"Condo Apt, Apartment",$1498/month,51-99,1200-1399 feet²,None,"water,heat",6 days,21 day(s),2020-09-24,2020-09-24,"$3,346",1.87%,Rosedale Valley/Park Rd,,N,Toronto,"Rosedale's Most Coveted Co-Op Building, The Arbour Glen Apartments. A Wonderful Suite, Approx. 1200Sqft. Featuring Walls Of Glass And Stunning Views From Every Room Of The Gorgeous Ravine. Enjoy The 20 Ft Balcony Surrounded By Trees And Listen To The Birds. Beautiful Trails, The Park, The Rosedale Subway, Yonge And Bloor Shops & Yorkville Village Are All Just Around The Corner."
C4885507,Unit 2001 - 388 Bloor St E,Rosedale-Moore Park - Toronto,Condo Apt,"$ 759,900","$799,180",2020-09-08,,2 Bedrooms,2 Bathrooms,1 Garage,"$ 3,367","Condo Apt, Apartment",$1415/month,16-30,1000-1199 feet²,None,"water,hydro,heat",36 days,22 day(s),2020-08-25,2020-09-08,"$3,170",1.92%,Bloor & Mt Pleasant,"Concierge, Exercise Room, Guest Suites, Party/Meeting Room, Sauna, Visitor Parking",Se,Toronto,"Welcome To This Wonderfully Bright South Facing Lower Penthouse At ""The Rosedale Ravine Residences"" A Yorkville Area Exclusive Boutique Building. Spectacular South-East Views! 1090 Sf Plus 132 Sf On 2 Balconies. Split Bedroom Plan, 2 Full Baths, 4 Walk-Outs. Prime Bloor Street Location. 5 Star Amenities Including 24 Hour Concierge, Exercise Room, Guest Suites, Party Room, Sauna And Visitor Parking. Subway. Easy Walk For Foodies To Eataly, Upscale Shopping."
C4930185,Unit 911 - 3018 Yonge St,Lawrence Park South - Toronto,Condo Apt,"$ 729,800","$690,231",2020-09-28,,1+1 Bedrooms,1 Bathrooms,1 Garage,"$ 1,565","Condo Apt, Apartment",$531/month,-,600-699 feet²,None,"water,heat",2 days,12 day(s),2020-09-28,2020-09-28,"$2,363",2.82%,Yonge & Lawrence,"Concierge, Gym, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",E,Toronto,"Welcome Home At The Residences Of 3018 Yonge In Lawrence Park.This 1 Bdrm+Study Suite Features Designer Kitchen Cabinetry With High End Ss Appliances, Granite Counter Tops & Undermount Sink. Bright Floor-To-Ceiling Windows With Hardwood Flooring Throughout Facing Unobstructed Park Views & Yonge St.Spacious Sized Mstr Bdrm W/ Sliding Doors & Mirrored Closets.Steps To Lawrence Park, Starbucks,Cafes,Restaurants,Grocery Store,T.T.C. Transit & Lawrence Subway."
C4918509,Unit 102 - 1111 Avenue Rd,Lawrence Park South - Toronto,Condo Apt,"$ 867,000","$817,048",2020-09-28,,2 Bedrooms,2 Bathrooms,1 Garage,"$ 3,770","Condo Apt, Apartment",$891/month,11-15,900-999 feet²,None,water,12 days,12 day(s),2020-09-18,2020-09-28,"$3,183",2.75%,Avenue Rd & Eglinton,"Exercise Room, Gym, Party/Meeting Room, Recreation Room, Rooftop Deck/Garden",Sw,Toronto,"Pics Are From 2019 Listing. Incredible & Unique 2 Bdrm Condo Avail In The Historic Hunt Club Residences. While The Price Of Homes In This Coveted Location Are Extremely High, This 1,000 Square Feet Property W/ Soaring Ceilings Is A Fabulous Alternative For A Couple, Small Family Or One Seeking A Pied A Terre In The City. Investors May Be Interested Also Bc Currently Occupied By Incredible Tenants Who Treat The Home Like Their Own. Walk To Parks, Shops, Etc"
C4931683,Unit 808 - 3018 Yonge St,Lawrence Park South - Toronto,Condo Apt,"$ 868,000","$862,202",2020-09-29,,2 Bedrooms,2 Bathrooms,1 Garage,"$ 4,192","Condo Apt, Apartment",$704/month,-,800-899 feet²,None,"water,heat",1 days,12 day(s),2020-09-29,2020-09-29,"$3,025",2.6%,Yonge And Lawrence,"Concierge, Exercise Room, Party/Meeting Room, Rooftop Deck/Garden",E,Toronto,"Elegant Boutique Condo In The Beautiful Lawrence Park Neighbourhood. Premium Unobstructed East Views Overlooking Bautiful Lawrence Park. Modern Open Concept Unit With High Ceilings, Tons Of Upgrades And Excellent Layout. Amazing Amenities Including Rooftop Pool! Prime Location, Steps To Subway, Cafes, Restaurants, Grocery Stores, And Much More."
C4898248,Unit 405 - 3018 Yonge St,Lawrence Park South - Toronto,Condo Apt,"$ 969,000","$1,018,588",2020-09-04,,2 Bedrooms,2 Bathrooms,1 Garage,"$ 4,833","Condo Apt, Apartment",$761/month,0-5,900-999 feet²,None,"water,heat",28 days,13 day(s),2020-09-03,2020-09-04,"$3,100",2.15%,Yonge St/Lawrence Ave,,E,Toronto,"Sought After Yonge/Lawrence Corridor Boutique Building Built By Lanterra With High End Finishes. Bright Open Concept, Large Balcony Overlooking The Park. Hardwood Thru Out, Steps From Yonge-Lawrence Subway Station, Steps To Ttc, Grocery, Library, Shops, Great Restaurants, Beautiful Walking Trails, And Cafes."
C4901909,Unit 215 - 2727 Yonge St,Lawrence Park South - Toronto,Condo Apt,"$ 1,389,000","$1,414,798",2020-09-29,,2 Bedrooms,2 Bathrooms,1 Garage,"$ 4,714","Condo Apt, Apartment",$1361/month,-,1400-1599 feet²,None,water,23 days,12 day(s),2020-09-08,2020-09-29,"$3,054",1.02%,Yonge St/ Blythwood,"Concierge, Exercise Room, Guest Suites, Indoor Pool, Party/Meeting Room, Rooftop Deck/Garden",E,Toronto,"This Beautiful Suite Is Located On The Quiet ""East"" Side Of The Exclusive ""Residences Of Lawrence Park""! Beautiful Hardwood Flooring, Renovated Kitchen With Loads Of Storage. Open Concept Living/Dining Room With Sliding Glass Doors To A Lovely, Large Balcony. Wonderful For Entertaining. One Parking Spot And 2 Lockers. Bring Your Most Discerning Buyers! Approximately 1500 Sq Ft. Situated Among Yonge St Shops, Restaurants, Ttc At Doorstep."
C4901660,Unit Ph 12 - 2727 Yonge St,Lawrence Park South - Toronto,Condo Apt,"$ 2,895,000","$2,693,660",2020-09-11,,3 Bedrooms,2 Bathrooms,3 Garage,"$ 6,621","Condo Apt, Apartment",$1887/month,-,2000-2249 feet²,None,water,0 days,12 day(s),2020-09-08,2020-09-11,"$3,924",0.6%,Yonge St & Blythwood,"Concierge, Exercise Room, Indoor Pool, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",Nw,Toronto,"""Penthouse Reimagined"" In A Prime Boutique Building On Vibrant Yonge St In Lawrence Park! This Rarely Available Corner Penthouse Suite Has It All W/3 Exposures, 2,074 Sf Of Interior Space, Grand Principal Rooms, 3 Bdrms, Office, 2 Skylights & 2 Terraces W/Breathtaking Views Incl One W/900 Sf On The Coveted Quiet Side Of Building. A+ Layout & Location Is A Unique Opportunity To Create Your Perfect Home. Virtual Reno/Staging Photos Show Endless Possibilities!"
C4921060,Unit 2107 - 488 University Ave,University - Toronto,Condo Apt,"$ 1,349,000","$1,240,091",2020-09-25,,2+1 Bedrooms,2 Bathrooms,1 Garage,$ -,"Condo Apt, Apartment",$763/month,New,900-999 feet²,None,heat,9 days,22 day(s),2020-09-21,2020-09-25,"$3,917",2.82%,University/Dundas,"Concierge, Gym, Indoor Pool, Party/Meeting Room",Se,Toronto,"Brand New S.E. Corner 2B+D & 2 Bathroom Suite. Magnificent Views & A Generous Balcony Over Terrace Below. Perfect Unit For Those Who Desire Great Views But Have A Fear Of Heights! A Gleaming Tower Of Elegance & A World Class Metropolitan Landmark In Super Prime Location; Direct Access To St. Patrick Subway; Walk To U Of T, Ago, Eaton Centre, Yonge-Dundas Square, Yorkville & Queen West. Hospitals, Law Offices, Financial Institutions; Just Minutes Walk."
C4920993,Unit 4311 - 488 University Ave,University - Toronto,Condo Apt,"$ 875,000","$820,225",2020-09-23,,1+1 Bedrooms,1 Bathrooms,0 Garage,$ -,"Condo Apt, Apartment",$480/month,-,600-699 feet²,None,heat,9 days,22 day(s),2020-09-21,2020-09-23,"$2,560",2.81%,University & Dundas,"Concierge, Gym, Indoor Pool, Party/Meeting Room, Rooftop Deck/Garden",W,Toronto,"Luxury Living At The Residences Of 488 University Ave. Be The First To Live In This 1 Plus Den Unit W/High-End Finishes. 9 Ft Ceilings, Flr To Ceiling Windows, Integrated Appliances, Walk-In Closet & Spa-Like Bath W/Separate Tub & Shower. Amenities Incl Skyclub Lounge, Pool, Fitness Centre, Party Room & 24Hr Concierge. Direct Access To St Patrick Subway. Steps To Hospitals, Financial District, Universities & Law Offices. Gorgeous, Clear, Sunset & Lake Views."
C4925105,Unit 2001 - 488 University Ave,University - Toronto,Condo Apt,"$ 929,000","$908,677",2020-09-24,,2 Bedrooms,2 Bathrooms,0 Garage,$ -,"Condo Apt, Apartment",$533/month,New,600-699 feet²,None,heat,7 days,22 day(s),2020-09-23,2020-09-24,"$2,813",2.78%,University And Dundas,"Concierge, Gym, Indoor Pool, Party/Meeting Room",N,Toronto,"This One Can't Be Missed! Brand New Luxury Building In The Heart Of Downtown With Immediate Subway Access And Unlimited Restaurant And Shopping Options Just Steps Away. Upgraded 689Sf 2 Bed Condo, Large Balcony And 2 Full Baths With Wall To Wall Marble! High-End Finishes Throughout, Upgraded Closets, Smart Home Control And Fantastic Views. Building Boasts Hotel-Like Amenities: Indoor Swimming Pool, Gym, And Concierge."
C4823858,Unit 4012 - 488 University Ave,University - Toronto,Condo Apt,"$ 888,000","$831,713",2020-09-21,,1+1 Bedrooms,1 Bathrooms,0 Garage,$ -,"Condo Apt, Apartment",$477/month,-,600-699 feet²,None,"water,heat",83 days,23 day(s),2020-07-09,2020-09-21,"$2,560",2.77%,University & Dundas,"Concierge, Gym, Indoor Pool, Party/Meeting Room, Sauna, Security Guard",W,Toronto,"Stunning Brand New,Never Lived In 1 Bed+Den.Prime Location With Direct Access To St-Patrick Subway Station.High-End Kitchen With Quartz Counter Tops & Integrated Appl. Wood Flr Throughout. W/I Closet With Organizers In Bedroom.Spa Like Bathroom With Free Standing Tub, Glass-Enclosed Shower & Marble Flooring.Breathtaking Lake & City Views. Close To Major Hospitals,Eaton Centre,Queen's Park.5 Star Amenities Incl 24Hr Concierge,Pool & Exercise Room!"
C4932620,Unit 2615 - 488 University Ave,University - Toronto,Condo Apt,"$ 898,800","$842,088",2020-09-29,,1+1 Bedrooms,1 Bathrooms,0 Garage,$ -,"Condo Apt, Apartment",$502/month,0-5,600-699 feet²,None,heat,2 days,22 day(s),2020-09-28,2020-09-29,"$2,560",2.71%,University And Dundas,"Concierge, Exercise Room, Indoor Pool, Media Room, Party/Meeting Room",W,Toronto,"The Bar Has Been Raised. World Class Designed Condo Offers Finishes, Upgrades And Plan ( Attached ) Selected By Professional Interior Designers. Breathtaking Views From Every Room. Spa Bath W/Mirror Tv. Direct Access To St. Patrick's Subway And Underground Path. Skyclub Offers Gym, Pool, Sauna, Lounge. Skybar Offers Spa-Inspired Cuisine"
C4798906,Unit 1408 - 215 Queen St W,University - Toronto,Condo Apt,"$ 629,000","$644,277",2020-08-05,,2 Bedrooms,1 Bathrooms,0 Garage,"$ 2,591","Condo Apt, Apartment",$521/month,0-5,500-599 feet²,None,heat,104 days,18 day(s),2020-06-18,2020-08-05,"$2,399",2.87%,Queen/University Ave,"Concierge, Gym",N,Toronto,"Instantly Appealing Smarthouse Condo In Toronto's Top Location At Queen & University With 100 Walk Score. Unit Features Wood Flooring Throughout, Top Of The Line Integrated Appliances, Huge Floor To Ceiling Windows Offering Amazing City Views & Lots Of Natural Light. Steps To Osgoode Station, Art Galleries, Shops, Hotels, Bars, Restaurants, Theatres & Concert Halls. Close To Ocad, Uoft, Ryerson & 4 Major Hospitals. 24/7 Queen Street Car At Doorstep."
C4862629,Unit 2410 - 210 Simcoe St,University - Toronto,Condo Apt,"$ 649,000","$650,422",2020-08-08,,1 Bedrooms,1 Bathrooms,1 Garage,"$ 2,219","Condo Apt, Apartment",$396/month,0-5,500-599 feet²,None,"water,heat",54 days,18 day(s),2020-08-08,2020-08-08,"$2,100",2.61%,Queen / University,"Concierge, Gym, Sauna, Visitor Parking",W,Toronto,"Welcome To The 210 Simcoe Private Residence. Luxurious 1 Bed With Balcony, Most Demanding & Prime Location. Steps To Ttc, U Of T, 5 Major Hospitals, Financial District, Museum, Shopping & Amenities. This Unit Is Extremely Well Maintained. 9 Ft Ceiling. **One Parking And One Locker(Area 7, #44)**"
C4833876,Unit 2307 - 426 University Ave,University - Toronto,Condo Apt,"$ 635,000","$599,563",2020-07-17,,1 Bedrooms,1 Bathrooms,0 Garage,"$ 2,166","Condo Apt, Apartment",$418/month,6-10,500-599 feet²,None,"water,heat",76 days,15 day(s),2020-07-16,2020-07-17,"$1,910",2.47%,University/Dundas,"Concierge, Exercise Room",S,Toronto,"The ""Rcmi"" Is Urban Living Right At The Center Of Downtown T.O. Designed By World Renowned Zeidler Partnership, This Modern Unit Offers Laminate Flring Throughout, Built-In S/S Appliances, Breakfast Bar & Balcony W/South Views. 24 Hr Concierge. Elegant Lobby, Fully Equipped Fitness Rm, Car-Share Facilities & Abundant Bicycle Storage. Steps To Subway. Walk To T.O. General, Sick Kids & Mt. Sinai & Queens Park. Minutes To Financial And Entertainment Districts."
C4792593,Unit 1606 - 426 University Ave,University - Toronto,Condo Apt,"$ 625,000","$630,848",2020-07-09,,1 Bedrooms,1 Bathrooms,0 Garage,"$ 2,082","Condo Apt, Apartment",$379/month,0-5,500-599 feet²,None,"water,heat",109 days,14 day(s),2020-06-13,2020-07-08,"$1,917",2.45%,University/Dundas,"Concierge, Exercise Room, Party/Meeting Room, Recreation Room, Security System",S,Toronto,"Residences At Rcmi On University. Landmark Tower Built By Renowned Builder Tribute. On Top Of The Royal Canadian Military Institute. Gorgeous South Facing Sunshine Unit, 9 Ft Ceiling. Steps To U Of T, St. Patrick Subway Station, College, Etc. Walking Distance To Theaters, Restaurants, Eaton Center, Financial Centers! Walk Score 100! Large Balcony Over Looking City View And Far Away Ontario Lake View. Prime Dt Location With The Front Entrance On University."
C4838966,Unit 2508 - 488 University Ave,University - Toronto,Condo Apt,"$ 1,050,000","$1,058,552",2020-08-07,,2 Bedrooms,2 Bathrooms,0 Garage,$ -,"Condo Apt, Apartment",$635/month,New,800-899 feet²,None,heat,71 days,18 day(s),2020-07-21,2020-08-07,"$2,750",2.24%,University/Dundas,"Concierge, Exercise Room, Gym, Indoor Pool, Media Room, Party/Meeting Room",S,Toronto,"Brand New Luxury Building Ready To Move In: Located In The Heart Of Downtown Toronto With Direct Access To St. Patrick Subway Station. High End Kitchen W/Integrated Appliances, W/I Closet With Organizers 9 Ft Ceilings, 2 Beds And 2 Full Baths. Steps To U Of T, Hospitals, Ryerson U, Financial District, Easton Centre, Queens Park, College Park Shops."
C4873660,Unit 1405 - 215 Queen St,University - Toronto,Condo Apt,"$ 999,999","$1,023,515",2020-09-17,,3 Bedrooms,2 Bathrooms,1 Garage,"$ 3,757","Condo Apt, Apartment",$795/month,-,700-799 feet²,None,"water,heat",44 days,23 day(s),2020-08-17,2020-09-17,"$3,508",2.55%,Queen St / University,,Ne,Toronto,"Fantastic Location At Queen & University!! This One Year New Luxurious Beautiful 3 Bedroom Ne Corner Unit, Features Huge Floor To Ceiling Windows Offering Amazing City Views & Lots Of Natural Light, Lovely Layout, Wood Flooring Throughout, Top Of The Line Integrated Appliances, Ample Closet Space. Functional Smart Design W/ Kitchen Counter & Dinette Table. Steps To Osgoode Subway Station, Eaton Centre, 24/7 Queen St Ttc Streetcar. Near Entertainment ***"
C4925227,Unit 817 - 783 Bathurst St,University - Toronto,Condo Apt,"$ 999,555","$1,019,557",2020-09-23,,2+1 Bedrooms,2 Bathrooms,1 Garage,"$ 3,872","Condo Apt, Bachelor/Studio",$785/month,-,900-999 feet²,None,,8 days,22 day(s),2020-09-23,2020-09-23,"$3,324",2.37%,Bathurst St/Bloor St,"Bbqs Allowed, Gym, Party/Meeting Room, Security Guard, Visitor Parking",Se,Toronto,Annex Living At Its Finest. Ultra Wide 905 Sq Ft Penthouse Suite With Forever Panoramic Views Overlooking The Annex. Enjoy The Sunrise From The 408 Sq Ft Terrace (With Gas And Water Hookups!) Breathtaking Vistas That Stretch From Casa Loma To The Cn Tower. Inside Is A Smart Split-Bedroom Layout With 9 Foot Ceilings And Floor To Ceiling Windows In Every Room. Gorgeous Modern Kitchen With Top Tier Integrated Appliances.
C4912300,Unit 525 - 21 Nelson St,University - Toronto,Condo Apt,"$ 899,900","$942,666",2020-09-15,,2 Bedrooms,2 Bathrooms,1 Garage,"$ 3,220","Condo Apt, Apartment",$794/month,-,900-999 feet²,None,"water,heat",15 days,24 day(s),2020-09-15,2020-09-15,"$3,132",2.37%,Nelson St / Simcoe St,"Bike Storage, Concierge, Guest Suites, Gym, Rooftop Deck/Garden, Visitor Parking",Ne,Toronto,Sought After Corner Unit At Boutique Condos. Enjoy The Luxury Of Space W/This Bright & Airy Split Bedroom Plan W/No Wasted Space. Renovated Kitchen W/New Island Configuration Perfect For Entertaining. Sprawling Master Suite W/Walk Through Closet & 4Pc Ensuite W/ Marble Details. Wrap Around Balcony Maximizing Essential Outdoor Space & Natural Light. The Best Of City Living Steps To Multiple Subway/Transportation Hubs & Financial Core. Fantastic Value!
C4865657,Unit 4201 - 426 University Ave,University - Toronto,Condo Apt,"$ 689,000","$721,126",2020-08-11,,1+1 Bedrooms,1 Bathrooms,0 Garage,"$ 3,190","Condo Apt, Apartment",$559/month,-,700-799 feet²,None,"water,heat",50 days,18 day(s),2020-08-11,2020-08-11,"$2,350",2.34%,University /Dundas,,W,Toronto,"Excellent Location At University/ Dundas ""Rcmi"" By Tribute, High Floor Beautiful West Exposure With Lake-View! 740 Sqft 1+ Den, Large Den Used As 2nd Bedroom. 9 Ft Ceiling, Large Bathroom, Granite Counter Top. Pre-Engineered Hardwood Flooring Eat-In Island, 24Hr Concierge, Bicycle Storage, Car-Share Facilities. Steps To Subway, Toronto General Hospital, U Of T, Sick Kids, Mount Sinai Hospitals, Queens Park, Minutes To Financial/Entertainment Districts."
C4793164,Unit 2705 - 426 University Ave,University - Toronto,Condo Apt,"$ 659,000","$655,277",2020-06-16,,1 Bedrooms,1 Bathrooms,0 Garage,"$ 2,166","Condo Apt, Apartment",$386/month,-,500-599 feet²,None,"water,heat",108 days,16 day(s),2020-06-15,2020-06-16,"$1,917",2.32%,University/Dundas,"Concierge, Exercise Room, Recreation Room",S,Toronto,"* Luxury Rcmi Condominium Built By Tribute * Sought After One Bedroom Layout * 9 Ft Ceiling * Facing South With Large Balcony * Spacious, Bright & Well-Maintainted * Excellent Building * Designed To Leed Standards * Fully Equipped Fitness Room * 24 Hrs Concierge * Steps To St Patrick Subway Station * Close To U Of T, Ryerson, Queen's Park & 5 Major Hospitals * Minutes To Chinatown, Financial & Entertainment Districts *"
C4875315,Unit 3516 - 488 University Ave,University - Toronto,Condo Apt,"$ 1,430,000","$1,392,151",2020-08-23,,3+1 Bedrooms,2 Bathrooms,1 Garage,$ -,"Condo Apt, Apartment",$879/month,New,1000-1199 feet²,None,heat,44 days,22 day(s),2020-08-18,2020-08-23,"$3,538",2.11%,University / Dundas,"Bike Storage, Concierge, Exercise Room, Indoor Pool, Media Room, Party/Meeting Room",Nw,Toronto,"Prime University/ Dundas! Brand New World-Class Award- Winning Landmark Building, Direct Access To Subway. Luxury $$$ Spent High End Upgrade. Executive Suite, 3 Beds + Den+2 Baths +1 Valet Parking+ Balcony Fantastic Views,9'8 Floor To Ceiling Windows. Wood Throughout. Steps To U Of T. Uhn Hospitals, Ryerson U, Financial District, Eaton Center, Queens Park, College Park Shops. Amazing Amenities."
C4907192,Unit 1404 - 210 Simcoe St,University - Toronto,Condo Apt,"$ 749,000","$804,242",2020-09-30,,2 Bedrooms,1 Bathrooms,0 Garage,"$ 2,939","Condo Apt, Apartment",$476/month,0-5,700-799 feet²,None,"water,heat",20 days,22 day(s),2020-09-10,2020-09-30,"$2,392",2.28%,Queen/University/Dundas,"Concierge, Exercise Room, Gym, Party/Meeting Room, Recreation Room, Visitor Parking",W,Toronto,"This Is The One! Location! Location! Location! This Bright, Airy And Spacious Condo Will Not Disappoint! Modern Features Including White Oak Laminate Flooring Throughout, Integrated Appliances, Massive Custom Chef's Island, Unobstructed Green Space & City Views. This Unit Is Extremely Well Maintained & Located In A Popular, Convenient Area In Downtown Toronto. Steps To Subway, Hospitals, Financial Core, Restaurants,Uoft, Ryerson, Ocad, Entertainment District."
C4863559,Unit 708 - 426 University Ave,University - Toronto,Condo Apt,"$ 768,000","$768,575",2020-09-02,,2 Bedrooms,1 Bathrooms,0 Garage,"$ 2,981","Condo Apt, Apartment",$584/month,-,700-799 feet²,None,water,51 days,22 day(s),2020-08-10,2020-09-02,"$2,392",2.21%,University Ave / Dundas Street,,Ne,Toronto,"**A Rare Find** 10Ft Ceiling 1+1 Bedroom Located In The Core Of Downtown! Rcmi On University Avenue Is Right Next To St. Patrick Subway. A Walk Score Of 99!! Entire Unit Is Freshly Painted. Unit Is Right Beside The Fully Equipped Fitness Room For Easy Access. Steps To St Patrick Subway, Restaurants, Financial District, U Of T, Ocad, Hospitals And Queens Park. Floor To Ceiling Windows Throughout. Large Balcony For Entertainment. Move In Ready!"
C4922998,Unit 411 - 736 Spadina Ave,University - Toronto,Condo Apt,"$ 929,900","$918,978",2020-09-23,,2 Bedrooms,2 Bathrooms,1 Garage,"$ 3,766","Condo Apt, Apartment",$733/month,11-15,900-999 feet²,None,"water,heat",8 days,22 day(s),2020-09-22,2020-09-23,"$2,900",2.19%,Spadina/Bloor W,"Concierge, Exercise Room, Games Room, Guest Suites, Media Room, Rooftop Deck/Garden",Ne,Toronto,"2 Bdrm, 2 Bath Corner-Unit In Lux Building W/ 947 Sq Ft Of Liv Space (Mpac), 1 Underground Prk Spot (P4-23) & 1 Storage Locker (Behind P4-23). Feat Incl Hardwood, Kitch W/ Ss App/Granite, Master W/ A 4 Pc Ebth, 2nd Bdrm W/ Ensuite-Priv Leading To A 3 Pc Bath, In-Suite Laund & More. Ne Views Towards U Of T, The Annex & Bloor W/ Spadina. Plenty Of Amenities Incl Concierge, Part Rm, Multimedia Rm, Billiards Rm, Exercise Rm, Yoga Studio, Dining/Meeting Rm, Roof"
C4916890,Unit 2116 - 488 University Ave,University - Toronto,Condo Apt,"$ 1,399,999","$1,424,349",2020-09-17,,3+1 Bedrooms,2 Bathrooms,1 Garage,$ -,"Condo Apt, Apartment",$879/month,New,1200-1399 feet²,None,heat,14 days,23 day(s),2020-09-17,2020-09-17,"$3,480",2%,University & Dundas,"Bike Storage, Exercise Room, Indoor Pool, Media Room, Party/Meeting Room",Nw,Toronto,"Welcome To The Residences Of 488 University Ave, Award Winning Building In The Heart Of The City. You'll Love This Sun Filled Luxury Corner 3 Bedroom+Den Suite With Flr To Ceiling Windows Offering Spectacular Unobstructed City Views. Imagine Yourself Enjoying The Open Concept, Premier Kitchen & 5Pc Master Ensuite. Direct Access To The Subway, Steps To Uhn Hospitals, U Of T, Ryerson, Queens Park & Financial District. Add Valet Parking & World Class Amenities,"
C4872940,Unit 704 - 783 Bathurst St,University - Toronto,Condo Apt,"$ 599,900","$648,042",2020-08-20,,1 Bedrooms,1 Bathrooms,1 Garage,"$ 2,231","Condo Apt, Apartment",$509/month,6-10,500-599 feet²,None,water,45 days,21 day(s),2020-08-16,2020-09-28,"$1,973",2.15%,Bathurst/Bloor,"Concierge, Exercise Room, Party/Meeting Room, Recreation Room, Visitor Parking",E,Toronto,"Gorgeous East Exposure & Unobstructed South East View Of Downtown Toronto Skyline - Rarely Offered! Bright Open Concept Design W/ High Ceilings, Wide Plank Flooring Throughout. Live In Urban Luxury In The Heart Of Downtown Toronto @ Award Winning B Street Condominiums Designed By Renowned Firm Hariri Pontarini Architecture. Incredible Modern Building With Amenities Incl Fully Equipped Gym, Party Space With Outdoor Patio/Bbq, 24 Hour Concierge."
C4902971,Unit Ph306 - 426 University Ave,University - Toronto,Condo Apt,"$ 569,000","$673,993",2020-09-09,,1 Bedrooms,1 Bathrooms,0 Garage,"$ 2,285","Condo Apt, Apartment",$402/month,-,500-599 feet²,None,"water,heat",23 days,22 day(s),2020-09-07,2020-09-08,"$1,908",2.13%,University/Dundas,"Concierge, Exercise Room, Security Guard",S,Toronto,"Location Plus More! Bright And Spacious South Facing Unit With Unobstructed Cn Tower Skyline Views. Functional Layout With 9' Ceiling And Laminate Through Out. *Designer Kitchen With Built In Integrated Appliances, Granite Counter Top And Centre Island/Dining Table* Onsite Amenities Plus 24 Hr Security* Easy Transportation St.Patrick Subway, Dundas Streetcar. Walk Score 100!* Close To All; Major Hospitals, Financial Centre,Uoft, Ocad, Ryerson, Eaton Centre"
