Listing_num,Address,Community,House_type,Listing_price,Sigma_estimate,Estimated_on,Sold_price,Bedroom,Washroom,Parking,Tax,Property_type,Maintenance,Building_age,Size,Basement,Utility_incl,Date_on_market,Rental_dom,Listed_on,Updated_on,Rental_estimate,Rental_yield,Major_intersection,Amenities,Exposure,Municipality,Description
C4928149,Unit 509 - 88 Cumberland St,Annex - Toronto,Condo Apt,"$ 744,900","$679,901",2020-09-28,,1 Bedrooms,1 Bathrooms,0 Garage,$ -,"Condo Apt, Apartment",$407/month,New,600-699 feet²,None,heat,17 days,27 day(s),2020-09-25,2020-09-28,"$2,000",2.55%,Bellair & Cumberland,"Concierge, Exercise Room, Guest Suites, Party/Meeting Room, Recreation Room, Rooftop Deck/Garden",N,Toronto,"Minto Yorkville On Cumberland & Bellair-The Heart Of Yorkville, Surrounded By Flagship Luxury Brands/The Finest Dining/5-Star Hotels/Salons/Cafes/Spas/Galleries/Boutiques/Rom Museum/Uoft, Mature Treed Parks. Transit Bay Subway Across The Street, Large 1Bedroom Total 649Sqft With Balcony North, 9Ft Ceilings, Ceasar Stone Countertops Throughout,Backsplash, Stainless Appl,Spa Like Bath W/ Rainhead Shower. Pusateri Grocery, All Amenities At Doorstep,24Hr Security"
C4889220,Unit 406 - 21 Scollard St,Annex - Toronto,Condo Apt,"$ 719,900","$667,323",2020-09-08,,1+1 Bedrooms,1 Bathrooms,1 Garage,"$ 3,011","Condo Apt, Apartment",$603/month,-,600-699 feet²,None,"water,heat",46 days,28 day(s),2020-08-27,2020-09-08,"$2,424",2.48%,Yorkville/Bay,"Bike Storage, Concierge, Gym, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",S,Toronto,"Stunning One Bedroom+Den Suite Located In Upscale Boutique Yorkville Condo Next To The Four Seasons. Bright South Facing Exposure With Open Concept Living/Dining, 9' Ceilings, Wall Of Windows, Walkout To Balcony. Entertainer's Kit; Breakfast Bar, Granite Countertops, Newly Installed Blanco Faucet & S/S Appliances. Den With Wall Of Storage. High Demand Location.Steps To Yorkville Town Park, Yonge/Bloor Subway, Library, Uot, Best Shopping & Restaurants."
C4907848,Unit 2818 - 155 Yorkville Ave,Annex - Toronto,Condo Apt,"$ 979,000","$994,319",2020-09-25,,2 Bedrooms,2 Bathrooms,1 Garage,"$ 5,744","Condo Apt, Apartment",$823/month,0-5,700-799 feet²,None,"water,heat",31 days,27 day(s),2020-09-11,2020-09-24,"$3,600",2.45%,Yorkville/Avenue,,N,Toronto,"Situated In The Heart Of Yorkville This Condo Sits On A High Floor With An Unobstructed View. One Of A Kind Unique Features And Custom Upgrades Include A Bay-Style Kitchen Island With Granite Counter Top, Crystal Chandelier, Led Pot Lights Throughout, Fireplace And Custom Sofa Bench Over Bay Window. Walking Distance To U Of T, Ryerson, Subway Access. Luxury Dining And Shopping. Great Place To Live Or Invest"
C4936675,Unit 3108 - 155 Yorkville Ave,Annex - Toronto,Condo Apt,"$ 909,000","$977,026",2020-10-09,,2 Bedrooms,2 Bathrooms,1 Garage,"$ 6,141","Condo Apt, Apartment",$823/month,-,700-799 feet²,None,water,11 days,29 day(s),2020-10-01,2020-10-01,"$3,600",2.43%,Avenue Rd/Yorkville Ave,"Concierge, Exercise Room, Media Room, Party/Meeting Room, Security System",S,Toronto,"Stunning & Bright Well Appointed Two-Bedroom Suite At Yorkville Plaza. Formerly Known As The Four Seasons Hotel Located On The Most Desirable Bloor-Yorkville Neighbourhood. A Large Bay Window W/ Magnificent South, Se & Sw City Views, European Style Kitchen W/ Top Of The Line Appliances, Great Layout & Freshly Painted. In The Heart Of Downtown Steps To Prestigious Shops, High End Restaurants, Transit, University Of Toronto, Cultural Centres And So Much More!"
C4885540,Unit 205 - 151 Avenue Rd W,Annex - Toronto,Condo Apt,"$ 958,000","$927,863",2020-09-14,,1+1 Bedrooms,1 Bathrooms,0 Garage,$ -,"Condo Apt, Apartment",$423/month,-,600-699 feet²,None,heat,48 days,28 day(s),2020-08-25,2020-09-14,"$2,550",2.49%,Avenue Rd/Davenport,,Sw,Toronto,"The Luxurious Avenue 151 Yorkville Condos! Brand New And Never Lived In, Bright And Spacious, Open Concept, 10Ft Ceiling, Large Windows, Spacious Split 1 Bed Plus Den 1 Bath. Sun Fill Living/Dining And Kitchen, Oak Hardwood Floors, Bosch Panel Ready Appliances, Art Master Piece Architecture, Stone Counter Tops, Plenty Of Upgrades Including Kitchen Backsplash And Bathroom Fixtures. Move In Today!"
C4857818,Unit 1917 - 155 Yorkville Ave,Annex - Toronto,Condo Apt,"$ 729,000","$767,437",2020-08-05,,1+1 Bedrooms,1 Bathrooms,0 Garage,"$ 3,792","Condo Apt, Apartment",$627/month,-,600-699 feet²,None,"water,heat",68 days,38 day(s),2020-08-05,2020-08-05,"$2,764",2.39%,Yorkville/Avenue Rd,"Concierge, Gym, Party/Meeting Room",Nw,Toronto,"Welcome To ""The London"" Suite Of The Residences Of Yorkville Plaza. Rarely Offered, This 1 Bed Plus Den Unit Is Located In The Heart Of Yorkville. Bright And Spacious, 610Sqft , Hardwood Floors Throughout, Built-In Kitchen Appliances, And Beautiful Unobstructed Nw Views. Locker On Same Floor. Amenities Include: Concierge, Gym, Party/Meeting Room. Steps To Subway. Prestigious Dining & Shopping At Doorsteps. Close To U Of T, Rom, Restaurants, And Many More."
C4761217,Unit 503 - 128 Pears Ave,Annex - Toronto,Condo Apt,"$ 1,670,000","$1,611,978",2020-08-10,,2+1 Bedrooms,2 Bathrooms,1 Garage,$ -,"Condo Apt, Apartment",$1101/month,New,1000-1199 feet²,None,,151 days,36 day(s),2020-05-14,2020-08-10,"$4,490",2.19%,Avenue And Davenport,"Guest Suites, Party/Meeting Room, Recreation Room, Rooftop Deck/Garden",N,Toronto,"Welcome To The Award Winning - The Perry!! Fall In Love With This Very Special, Suite Of Your Dreams, Lavish And Decadent, Finished With The Finest Italian Design- Poliform Throughout And German Precision Known As Gaggenau Appliances. Floor To Ceiling Windows Invite Light And Lush Green Views. Home Is Where The Heart Is, And Your Heart Belongs To The Perry."
C4931287,Unit 608 - 188 Cumberland St,Annex - Toronto,Condo Apt,"$ 704,850","$701,477",2020-10-09,,1+1 Bedrooms,1 Bathrooms,0 Garage,"$ 3,110","Condo Apt, Apartment",$454/month,New,500-599 feet²,None,heat,17 days,29 day(s),2020-09-25,2020-10-02,"$2,287",2.38%,Avenue Rd / Bloor St W,"Concierge, Exercise Room, Party/Meeting Room, Security Guard, Visitor Parking",S,Toronto,"Welcome To Cumberland Tower In The Heart Of Toronto's Coveted Yorkville Neighbourhood, At Cumberland St & Avenue Rd. This Luxurious, 1 Bed + Den Offers Expansive Wall To Wall & Floor To Ceiling Windows, Engineered Laminate Plank Floors, Custom-Designed Kitchen Cabinetry With Stone Counters & Built-In, Integrated Miele Appliances. A Lifestyle Of Seductive Glamour & World-Class Elegance Right At Your Door."
C4943918,Unit 702 - 40 Scollard St,Annex - Toronto,Condo Apt,"$ 629,900","$535,292",2020-10-11,,1+1 Bedrooms,1 Bathrooms,0 Garage,"$ 2,421","Condo Apt, Apartment",$672/month,-,600-699 feet²,None,"water,hydro,heat",5 days,28 day(s),2020-10-07,2020-10-08,"$2,078",2.34%,Yonge & Davenport Rd,"Concierge, Gym, Party/Meeting Room, Sauna, Squash/Racquet Court",S,Toronto,"Incredible Opportunity To Live In One Of Toronto's Most Coveted Neigbourhoods, Yorkville! Beautifully Reno From Top 2 Bottom 1 Bed + Den, Features Stone Wall With Built-In Tv & Electric F.P, Custom Floating Shelving & Cabinets, Stainless Steel Appliances, Stone Counters, Custom Closet Organizers In All Closets, Open Concept, En-Suite Laundry & More. Walk Out Your Door & Enjoy The Vibrant Shops, Restaurants, Parks Of Yorkville, Along W/ Easy Subway Access."
C4945487,Unit 814 - 155 Yorkville Ave,Annex - Toronto,Condo Apt,"$ 708,000","$602,329",2020-10-12,,1+1 Bedrooms,1 Bathrooms,0 Garage,"$ 3,634","Condo Apt, Apartment",$596/month,0-5,500-599 feet²,None,"water,heat",5 days,28 day(s),2020-10-07,2020-10-07,"$2,246",2.34%,Yorkville & Avenue Rd,"Concierge, Exercise Room, Gym, Media Room, Party/Meeting Room, Security System",Sw,Toronto,"In The Heart Of Yorkville! Sun-Filled Corner Unit 1 Bdrm + Den With 1 Locker Included. Gorgeous Bay Window With Magnificent South And West City View. Luxurious Finishes, Soft Closing Cabinetry, Built In Appliances. An Extra Den Perfect For An Office Or Bdrm. Walk To Toronto's Finest Shops, Restaurants, Cafes, 2 Subway Lines, U Of T, Royal Ontario Museum, Whole Foods And Much More. An Incredible Opportunity To Live In Toronto's Most Premium Neighborhood."
C4930592,Unit 519 - 155 Yorkville Ave,Annex - Toronto,Condo Apt,"$ 549,000","$582,833",2020-09-28,,1 Bedrooms,1 Bathrooms,0 Garage,"$ 2,621","Condo Apt, Apartment",$416/month,0-5,0-499 feet²,None,"water,heat",14 days,27 day(s),2020-09-28,2020-09-28,"$1,905",2.32%,Yorkville Ave And Avenue Rd,,N,Toronto,"Stunning/ Iconic Yorkville Plaza One Bed Studio With Beautiful North Side Street Exposure To Artistically Designed And Great Appealing Look Street For Evening Walk And Entertainment, Surrounded By World Class Retails, Bars, Hotels, Salons, Galleries, Museums. Steps To U Of T & Ryerson. Close To Subway. Excellent Opportunity For Short/Long Term Investment, Great Rental Income. Extra Modern Unit Has Bay Window, Quartz Counter-Top & S.S Appliances."
C4819618,Unit 1911 - 155 Yorkville Ave,Annex - Toronto,Condo Apt,"$ 585,000","$584,443",2020-08-31,,1 Bedrooms,1 Bathrooms,0 Garage,"$ 2,753","Condo Apt, Bachelor/Studio",$442/month,-,0-499 feet²,None,water,98 days,32 day(s),2020-07-06,2020-08-31,"$1,975",2.32%,Yorkville Ave & Avenue Road,"Concierge, Gym, Party/Meeting Room, Security Guard",S,Toronto,"In One Of Toronto's Most Sought After Neighbourhoods, Sits Yorkville Plaza. This Luxurious Pied-A-Terre Is Located Near Some Of The Best Shopping And Restaurants Toronto Has To Offer. Lovely Bay Window, Sliding Glass Doors, Wood Floors And Built-In Appliances. The Building Has 24 Hr Concierge, Gym And Party Room. Steps To Transit, U Of T, Rom And More."
C4779155,Unit 413 - 32 Davenport Rd,Annex - Toronto,Condo Apt,"$ 899,900","$872,654",2020-09-30,,2+1 Bedrooms,2 Bathrooms,0 Garage,"$ 4,242","Condo Apt, Apartment",$602/month,0-5,800-899 feet²,None,"water,heat",131 days,27 day(s),2020-06-03,2020-09-29,"$2,851",2.31%,Davenport Rd & Yonge St,"Concierge, Exercise Room, Guest Suites, Lap Pool, Party/Meeting Room, Rooftop Deck/Garden",E,Toronto,"""The Yorkville"" Condo! Unbridled Sophistication Nestled In The Heart Of Toronto's Most Prestigious Yorkville Neighborhood!Luxury Two Plus One Bedroom Condominium With Open Concept Living, Boasting 9 Ft Floor To Ceiling Windows! Contemporary Kitchen W/Signature Dining Island, Stone Counter, Miele Appliances & Designer Lighting! State Of The Art Amenities! Steps From Mink Mile, U Of T, Finest Restaurants, Boutique Shops, Galleries, Public Transit & Much More!"
C4810067,Unit 2207 - 200 Bloor St W,Annex - Toronto,Condo Apt,"$ 919,000","$925,064",2020-07-16,,1+1 Bedrooms,2 Bathrooms,0 Garage,"$ 3,647","Condo Apt, Apartment",$676/month,0-5,700-799 feet²,None,"water,heat",106 days,34 day(s),2020-06-28,2020-07-16,"$3,096",2.37%,Bloor / Avenue,"Concierge, Guest Suites, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",N,Toronto,"Location!! Beautiful 1Br+Den+Media Suite In Luxury Exhibit Residences On Bloor W. In Yorkville. Functional Layout - Bdrm & Den W/French Door Which Can Be 2nd Bdrm. 2 Washroom, Open Concept Living/Dining, W/O Balcony & Centre Island. Steps To U Of T, Rom, Subway Station And Public Transit, Financial District, Shopping, Dining & Entertainment. **Virtual Tour Is Available!"
C4879020,Unit 210 - 170 Avenue Rd,Annex - Toronto,Condo Apt,"$ 850,000","$832,380",2020-08-20,,1 Bedrooms,1 Bathrooms,1 Garage,"$ 3,874","Condo Apt, Apartment",$498/month,0-5,600-699 feet²,None,"water,heat",53 days,33 day(s),2020-08-20,2020-08-20,"$2,500",2.09%,Avenue Rd/Davenport,"Concierge, Guest Suites, Gym, Indoor Pool, Party/Meeting Room, Visitor Parking",Se,Toronto,"Rare Opportunity In Fabulous Pears At Avenue Rd And Davenport. Extraordinary One Bedroom + Wrap Around Terrace On The South East Corner Of The Building. Very Special Suite. Well Laid Out, Great Open Entertaining Space, Spacious Master Bedroom With Walk In Closet. Fabulous Floor To Ceiling Windows Throughout, Tremendous Closet Space. Modern Kitchen With Breakfast Counter. Open Living & Dining Room W/Walk Out. Hardwood Throughout. Gorgeous Sunny Yorkville Home."
C4761224,Unit 304 - 128 Pears Ave,Annex - Toronto,Condo Apt,"$ 995,000","$924,902",2020-10-09,,1+1 Bedrooms,2 Bathrooms,0 Garage,$ -,"Condo Apt, Apartment",$666/month,-,700-799 feet²,None,,151 days,29 day(s),2020-05-14,2020-10-01,"$2,455",2.06%,Avenue And Davenport,"Guest Suites, Party/Meeting Room, Recreation Room, Rooftop Deck/Garden",N,Toronto,"A True Beauty! This One Bedroom Plus Den Has An Exceptional Layout And High End Finishes Throughout. This Suite Has A Fantastic Private Balcony, Floor To-Ceiling Windows And A Nine-Foot Ceiling Height. The Award Winning - The Perry Is A Very High End 11 Storey Boutique Building! Not To Be Missed!"
C4901190,Unit 409 - 32 Davenport Rd,Annex - Toronto,Condo Apt,"$ 599,999","$584,294",2020-09-18,,1 Bedrooms,1 Bathrooms,0 Garage,"$ 2,963","Condo Apt, Apartment",$425/month,0-5,500-599 feet²,,"water,heat",34 days,27 day(s),2020-09-08,2020-09-18,"$1,910",2.25%,Yonge & Davenport,"Concierge, Gym, Indoor Pool, Party/Meeting Room, Rooftop Deck/Garden, Sauna",Ne,Toronto,"Prestigious ""The Yorkville"" 1 Bedroom Condo! Located At Davenport And Mcmurrick, It's In The Heart Of It All: Subway, Art Gallery, Rom, Boutique Shopping, Fine Dining, Clubs & Bars, And More! Amenities Are Extensive: Piano Bar, Lounge, Billiards, Fitness Centre, Plunge Pool, Sauna, Roof Top Terrace, And More! The Condo Boasts: 9' Ceilings, Modern Kitchen With Miele Appliances And Centre Island, Marble Bathroom Floors, North East View From Private Balcony."
C4761226,Unit 302 - 128 Pears Ave,Annex - Toronto,Condo Apt,"$ 929,000","$852,571",2020-10-09,,1+1 Bedrooms,1 Bathrooms,0 Garage,$ -,"Condo Apt, Apartment",$630/month,New,700-799 feet²,None,,151 days,29 day(s),2020-05-14,2020-10-01,"$2,268",2.05%,Avenue And Davenport,"Guest Suites, Party/Meeting Room, Recreation Room, Rooftop Deck/Garden",N,Toronto,"A True Beauty! Splendid And Spacious One Bedroom Has An Exceptional Layout As It Sprawls Over 900 Sqft Of Lavish Design. The Suite Features Exquisite Private Outdoor Retreat, Floor To-Ceiling Windows And A Nine-Foot Ceiling Height. The Award Winning - The Perry Is A Luxurious 11 Storey Boutique Building In The Heart Of Yorkville! Not To Be Missed!"
C4916111,Unit 409 - 88 Cumberland St,Annex - Toronto,Condo Apt,"$ 739,900","$732,708",2020-09-17,,1 Bedrooms,1 Bathrooms,0 Garage,$ -,"Condo Apt, Apartment",$407/month,New,600-699 feet²,None,heat,25 days,27 day(s),2020-09-17,2020-09-17,"$1,922",2.25%,Bellair & Cumberland,"Concierge, Exercise Room, Guest Suites, Party/Meeting Room, Recreation Room, Rooftop Deck/Garden",N,Toronto,"Minto Yorkville Park Is The Highly Anticipated, Premier Luxury Condominium Coming To The Most Prestigious Neighbourhood In Toronto. Perched Upon A 2-Storey Limestone Podium Is A 25-Storey Curved Glass Tower Housing 200 Luxury Residences. Interiors Were Designed To Be Intimate & Luxurious With An Art Deco Style, Featuring Wide-Plank Hardwood Flooring, Caesarstone Countertops, Porcelain Tiling, Built-In Closets & Upgraded Ceiling-Mounted Rainfall Shower Heads."
C4933112,Unit 705 - 55 Prince Arthur Ave,Annex - Toronto,Condo Apt,"$ 3,195,000","$3,127,936",2020-10-10,,2 Bedrooms,3 Bathrooms,2 Garage,"$ 7,196","Condo Apt, Apartment",$2536/month,-,2250-2499 feet²,None,water,13 days,28 day(s),2020-09-29,2020-10-04,"$9,660",2.21%,Bedford & Bloor,"Concierge, Exercise Room, Guest Suites, Indoor Pool, Party/Meeting Room, Visitor Parking",S,Toronto,"Set Apart By Quality Design And Master Craftsmanship This Vibrant, Inspired Renovation, Displays A Contemporary Twist On Stunning Timeless Finishes, All Translating Into The Best In Urban Living. Light Filled Atmosphere Pervades The Apartment's Approx.2300 Sq.Ft. The Flowing 2 Bedroom Split Plan, Walk-Out From 4 Balconies, Generous Spaces, Gourmet Kitchen And Bar Area Resonate With Today's Lifestyle."
C4893903,Unit 204 - 88 Cumberland St,Annex - Toronto,Condo Apt,"$ 799,000","$781,794",2020-09-01,,1 Bedrooms,1 Bathrooms,0 Garage,$ -,"Condo Apt, Apartment",$407/month,New,500-599 feet²,None,,41 days,32 day(s),2020-09-01,2020-09-01,"$2,163",2.4%,Yorkville And Bay,"Concierge, Exercise Room, Guest Suites, Party/Meeting Room, Recreation Room, Rooftop Deck/Garden",Sw,Toronto,"Minto Yorkville Park Located At Cumberland & Bellair- Heart Of Yorkville, Surrounded By Some Of North America's Most Exclusive World Renowned Retail Brands/ The Finest Dining/Bistros/5-Star Hotels/Salons/Spas/Intimate Galleries/Boutiques/World Class Museums/Mature Treed Parks. Just Steps Away From Bay Subway. The Perfect 1 Bedroom, 1 Full Bath Suite. Modern Kitchen - Built-In Appliances. Cozy Terrace (Outdoor Space) No Need To Use The Elevator. Thank You"
C4878736,Unit 2620 - 155 Yorkville Ave,Annex - Toronto,Condo Apt,"$ 659,900","$661,963",2020-08-20,,1+1 Bedrooms,1 Bathrooms,0 Garage,"$ 3,566","Condo Apt, Apartment",$565/month,0-5,500-599 feet²,None,"water,heat",53 days,33 day(s),2020-08-20,2020-08-20,"$2,290",2.21%,Avenue Rd & Yorkville Ave,"Concierge, Exercise Room, Party/Meeting Room, Security System",N,Toronto,"Open Concept One Bedroom Plus Den With One Washroom At The New Residences Of Yorkville Plaza. Suite Boasts Smooth Ceilings, Modern Kitchen, B/I Appliances, Modern Glass Sliding Doors For Bedroom, Spa-Like Washroom And Much More. Enjoy The Unobstructed North View From A High Floor. Steps To Yorkville Restaurants, Shopping & Subway Station. Suite Has Been Professionally Painted & Cleaned."
C4898713,Unit 403 - 200 Bloor St W,Annex - Toronto,Condo Apt,"$ 738,888","$746,634",2020-09-17,,1+1 Bedrooms,2 Bathrooms,1 Garage,"$ 3,784","Condo Apt, Apartment",$949/month,0-5,700-799 feet²,None,"water,heat",38 days,27 day(s),2020-09-04,2020-09-16,"$2,900",2.28%,Bloor & Avenue,"Concierge, Party/Meeting Room, Recreation Room, Security Guard, Visitor Parking",S,Toronto,"A Beautiful South Facing Large 1 Bed Plus Den 2 Washroom Unit Satisfying Your Bloor/Yorkville Lifestyle. Steps To U Of T, Luxury Shopping Area, Royal Ontario Museum And Queens Park. It Boasts Contemporary Style Floor Plan, A European-Inspired Kitchen With Built-In Appliances, Undermount Sink, Under-Cabinet Chrome Case Pot Lights, Quartz Countertops, 9 Ft High Ceiling, Oversized Balcony, Above Ground Parking Is Very Conveniently Located In The Same Unit Level."
C4910273,Unit 308 - 32 Davenport Rd,Annex - Toronto,Condo Apt,"$ 599,999","$591,908",2020-10-10,,1 Bedrooms,1 Bathrooms,0 Garage,"$ 2,984","Condo Apt, Apartment",$425/month,0-5,500-599 feet²,None,"water,heat",29 days,28 day(s),2020-09-13,2020-10-05,"$1,910",2.21%,Yonge & Davenport,"Concierge, Exercise Room, Party/Meeting Room, Rooftop Deck/Garden, Sauna, Visitor Parking",E,Toronto,"The Yorkville - Located In The Heart Of The Most Prestigious Area Of Toronto. Superb 1-Bedroom Suite W/Balcony Featuring Hardwood Floors, Designer Finishes, 9' Ceilings In Lr/Dr, White Custom Cabinetry In Kitchen, Master W/2 Closets, 4-Pc Bath & Locker. Approx. 555 Sf +104 Sf Balcony. Steps To Transit, Top Restaurants, Whole Foods, Uoft, & Nightlife. Amenities Include 24 Hr Concierge, Gym, Sauna, & Outdoor Terrace."
C4936368,Unit 507 - 155 Yorkville Ave,Annex - Toronto,Condo Apt,"$ 670,888","$637,322",2020-10-09,,1+1 Bedrooms,1 Bathrooms,0 Garage,"$ 3,634","Condo Apt, Apartment",$596/month,0-5,600-699 feet²,None,"water,heat",12 days,29 day(s),2020-09-30,2020-10-02,"$2,246",2.2%,Yorkville Ave And Avenue Rd,"Concierge, Gym, Party/Meeting Room, Security System",Sw,Toronto,"Yorkville Plaza - Iconic Address - An Incredible Opportunity To Live In Toronto's Most Desired Neighbourhood. 1 Bdrm + Den Suite Features One Of The Larger Floor Plans In The Building. Functional Layout With Gorgeous Finishes. Steps The Toronto's Finest Shops, Restaurants, Cafes, 2 Subway Lines, University Of Toronto, Art Galleries, Museums, Whole Foods & Much More. One Locker On Same Floor As Unit."
C4809121,Unit 2404 - 180 University Ave,Bay Street Corridor - Toronto,Condo Apt,"$ 1,099,900","$1,044,631",2020-06-26,,1 Bedrooms,1 Bathrooms,1 Garage,"$ 4,216","Condo Apt, Apartment",$941/month,-,800-899 feet²,None,"water,heat",108 days,21 day(s),2020-06-26,2020-06-26,"$4,442",3.32%,University/Richmond,"Concierge, Gym, Indoor Pool, Sauna, Visitor Parking",Sw,Toronto,"5 Star Shangri-La Luxury Hotel Style Suite, Bright & Spacious, 9' Floor To Ceiling Windows, Breath Taking Views-Entertainment District & Lake Ontario. Elegant Amenities: Gym, Indoor Pool, Hot Tub, Spa, Restaurants, Theatre, Limo & Valet Service (W/Charge). Steps To Financial District, All Amenities & Underground Path. 24 Hr Concierge & Security Services."
C4857995,Unit 2706 - 70 Temperance St,Bay Street Corridor - Toronto,Condo Apt,"$ 839,000","$853,152",2020-08-06,,2 Bedrooms,2 Bathrooms,0 Garage,"$ 3,200","Condo Apt, Apartment",$400/month,0-5,700-799 feet²,None,"water,heat",68 days,20 day(s),2020-08-05,2020-08-06,"$2,683",2.63%,Bay/Adelaide,,S,Toronto,"Lifetime Developments & Centercourt Developments Built. Designed To Be A Vibrant Community Of Like-Minded Professionals Who Live,Work & Play In The Downtown Core. 9 Ft Smooth Ceilings, Amazing Amenities,$$$ Spent On Upgrades. Connected To Underground Path To All Financial District In Downtown Toronto."
C4936322,Unit 2217 - 70 Temperance St,Bay Street Corridor - Toronto,Condo Apt,"$ 789,000","$771,671",2020-10-09,,2 Bedrooms,2 Bathrooms,0 Garage,"$ 3,359","Condo Apt, Multi-Level",$487/month,0-5,700-799 feet²,None,water,11 days,23 day(s),2020-10-01,2020-10-10,"$5,328",6.56%,Bay & Temperance,"Bbqs Allowed, Concierge, Guest Suites, Gym, Party/Meeting Room, Security System",N,Toronto,"Luxury Condo In The Core Of Financial District. Spacious 2 Br 2 Wr. 9' Ceiling With Floor To Ceiling Windows. Modern Kitchen Equips With Integrated Appliances. Fantastic South West View Of City And Lake. Great Location With Walking In Mins To Almost Everything: City Hall, Eaton Center, Entertainment, Subway, Grocery, Theatre, Restaurants... Path Next Door.Walk Score:100.Golf Training Facilities,Theatre, Guest Suites+++ Easy Access To The Underground Path Sys"
C4935629,Unit 1609 - 33 University Ave,Bay Street Corridor - Toronto,Condo Apt,"$ 774,900","$782,156",2020-10-12,,1+2 Bedrooms,2 Bathrooms,0 Garage,"$ 2,625","Condo Apt, Multi-Level",$725/month,16-30,1000-1199 feet²,None,"water,hydro,heat",14 days,23 day(s),2020-09-28,2020-10-08,"$4,513",5.03%,Front,,E,Toronto,"Live In The Heart Of Downtown Toronto. Steps To Scotia Bank Arena, Union Station, Roy Thompson Hall, Ttc, Go, Restaurants, And The Financial District. Beautiful, Spacious End Unit With Over 1,000 Square Feet Of Living Space. One Bedroom With Master Ensuite Plus Two Dens, Which Can Be Used As 2nd Bedroom Or Home Office. Upgraded Appliances, Countertops And Hardwood Flooring.You'll Love Coming Home To This Quiet, Prestigious Building."
C4883326,Unit 1007 - 70 Temperance St,Bay Street Corridor - Toronto,Condo Apt,"$ 659,000","$654,701",2020-08-24,,1+1 Bedrooms,1 Bathrooms,0 Garage,"$ 2,549","Condo Apt, Apartment",$383/month,New,500-599 feet²,None,"water,heat",49 days,21 day(s),2020-08-24,2020-08-24,"$2,125",2.58%,Adelaide / Bay,"Bus Ctr (Wifi Bldg), Concierge, Exercise Room, Gym, Party/Meeting Room, Rooftop Deck/Garden",S,Toronto,"Famous Indx Tower Located In Heart Of Toronto's Financial District. Boasting 9Ft Ceiling & Open Concept Layout! Spacious Bedroom & Den Which Can Be Used As 2nd Bedroom. Just Steps To Eaton Centre/First Canadian Place/Old City Hall/ Dundas Square/The Path W/I 5 Minutes. World-Class Amenities: Exercise Room, Party Room, Golf Training Facilities, Cards Room, Library, Games Room, Concierge, Guest Suites, Change Rooms, Business Centre, Terrace"
C4941276,Unit 1208 - 33 University Ave,Bay Street Corridor - Toronto,Condo Apt,"$ 1,199,000","$1,149,177",2020-10-10,,2 Bedrooms,2 Bathrooms,1 Garage,"$ 3,712","Condo Apt, Apartment",$1059/month,16-30,1400-1599 feet²,None,"water,hydro,heat",7 days,23 day(s),2020-10-05,2020-10-05,"$4,847",3.31%,Wellington St W & University,"Concierge, Exercise Room, Party/Meeting Room, Rooftop Deck/Garden, Security Guard, Visitor Parking",Nw,Toronto,"Prepare To Have All Your Concepts Of Downtown Living Revolutionized By This Thoughtfully Reimagined, Unbelievably Spacious Residence That Unfolds W/ Perfection &Poise. Over $175K In Quality Renos Have Been Meticulously Planned Into Nearly 1,600 Sqft, And Every Aspect Beautifully Considered. Entertainers Will Swoon Over The Immaculate Chefs Kitchen W/ Oversized Island, Generous Master Retreat, Spa Like Baths, Intelligent Storage And Custom Built Ins Galore!"
C4925501,Unit 3709 - 180 University Ave,Bay Street Corridor - Toronto,Condo Apt,"$ 2,200,000","$2,089,429",2020-09-24,,2 Bedrooms,3 Bathrooms,1 Garage,"$ 8,533","Condo Apt, Apartment",$1662/month,6-10,1600-1799 feet²,None,"water,heat",19 days,23 day(s),2020-09-23,2020-09-23,"$13,458",5.87%,University & Adelaide,"Concierge, Exercise Room, Indoor Pool, Party/Meeting Room, Sauna",Se,Toronto,"The Sought After Shangri-La Located In Bustling Entertainment District. Bright And Spacious. This Stunning 2 Bedroom Suite Boasts A Magnificent Million Dollar Cityscape View With Spectacular Skyscrapers, Lake Ontario, Famous Cn Tower And Roy Thompson Hall. Enjoy Southern Sun Soaked Balcony And Luxurious Living At It's Best! Unrivalled 5 Star Amenities-24 Hr. Gym, Indoor Pool, Hot Tub, Full-Service Spa, Concierge, Valet Parking, Lobby Bar And Restaurant."
C4940884,Unit 217 - 5 St Joseph St,Bay Street Corridor - Toronto,Condo Apt,"$ 899,000","$861,957",2020-10-10,,2+1 Bedrooms,3 Bathrooms,1 Garage,"$ 3,759","Condo Apt, Apartment",$747/month,0-5,900-999 feet²,None,"water,heat",7 days,23 day(s),2020-10-05,2020-10-05,"$5,349",5.49%,Yonge & Wellesley,"Gym, Indoor Pool, Outdoor Pool, Visitor Parking",N,Toronto,"This Unique 2 Storey Heritage Residence In The Heart Of Downtown Toronto, This Beautiful Unit With 970 Sqft In Modern/Chic Historically-Designated Facade Building Has It All. 10 Ft Ceiling! Open Concept. Freshly Painted. Close To Everything You Need! Close To Wellesley Subway Station, Restaurants, U Of T, Ryerson, Shopping And Much More! Must See."
