Listing_num,Address,Community,House_type,Listing_price,Sigma_estimate,Estimated_on,Sold_price,Bedroom,Washroom,Parking,Tax,Property_type,Maintenance,Building_age,Size,Basement,Utility_incl,Days_on_market,Rental_dom,Listed_on,Updated_on,Rental_estimate,Rental_yield,Major_intersection,Amenities,Exposure,Municipality,Description
C4910724,Unit 104 - 270 Wellington St W,Waterfront Communities C1 - Toronto,Condo Apt,699900.0,730934.0,2020-09-30,699900.0,1,1,1,3449.0,"Condo Apt, Apartment",511.0,,800-899 feet??,,water,17,20.0,2020-09-14,2020-10-07,2249.0,2.18,Wellington St & Blue Jays Way,"Concierge, Gym, Indoor Pool, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",S,Toronto,"Locate Your Small Business To This Incredible Live/Work Space In The Heart Of The Entertainment District In Downtown Toronto. Live In This Large 1-Bed, 1-Bath Ground Floor Condo While You Run Your Small Business In The Street-Level Office/Retail Area Of The Condo Or Use The Entire 844Sqft For Your Business. No Longer Worry About Landlords Increasing Your Rent Or Evicting You From Your Space That You've Worked Hard To Build - Own Your Own Space."
C4903277,Unit 2308 - 101 Erskine Ave,Mount Pleasant West - Toronto,Condo Apt,550000.0,538027.0,2020-09-25,547000.0,1,1,0,1973.0,"Condo Apt, Apartment",277.0,0-5,0-499 feet??,,,22,17.0,2020-09-09,2020-10-01,1717.0,2.66,Yonge & Eglinton,"Concierge, Exercise Room, Gym, Media Room, Outdoor Pool, Visitor Parking",S,Toronto,"Luxury 101 Erskine Built By Tridel. Spacious 1 Bedroom With Direct Sunny South Exposure (Downtown Views) W/ A Massive Balcony! In The Heart Of Toronto-Walk To Restaurants, Cafes & Shopping- Great Amenities-Yoga Studio-Theatre-Party Room-Rooftop Garden-Infinity Pool-Concierge & More -Walking Distance To Subway"
C4897742,Unit 637 - 460 Adelaide St E,Moss Park - Toronto,Condo Apt,625900.0,627194.0,2020-10-09,578000.0,1+1,1,0,2162.0,"Condo Apt, Apartment",382.0,,600-699 feet??,,"water,heat",32,16.0,2020-08-30,2020-10-10,2034.0,2.64,Adelaide & Sherbourne,,S,Toronto,"***View Virtual Tour Attached*** This 1 Bedroom Plus Media Unit Is Located In A Prime Downtown Location! Bike Score Of 99, Transit Score 98, & Walk Score Of 94! This Unit Has ~9 Foot Ceilings, Floor To Ceiling Windows, Hardwood Floors Throughout, European Style Kitchen Quartz Countertops, Backsplash, Large Living Room Walking Out To Large Balcony. Steps To Transit, St. Lawrence Market, Sugar Beach, Don River Park, The Distillery District, Schools, Parks."
C4897741,366 Dundas St E,Cabbagetown-South St. James Town - Toronto,Condo Townhouse,675000.0,719104.0,2020-09-30,600000.0,2,2,1,2330.0,"Condo Townhouse, 2-Storey",453.0,,1000-1199 feet??,Fin W/O,water,28,11.0,2020-09-03,2020-10-01,2571.0,3.08,Dundas & Parliament,"Bbqs Allowed, Visitor Parking",NS,Toronto,"Toronto Meets Brooklyn With This Magical Brownstone Style Condo Townhouse. Close To Cabbagetown, And Right In The Urban Core With Ttc At Your Door. Renovated Top To Bottom 2 Bed, 2 Baths & Over 1000 Square Feet With Parking, Deck, And Tons Of Storage, Including Giant Walk-In Closet. Super Low Maintenance Fees & Community Garden, - This Heritage Complex Is Truly A Hidden Gem. Perfect Trifecta Of Fab, Glam, And Affordable!"
C4859906,Unit 3207 - 16 Bonnycastle St,Waterfront Communities C8 - Toronto,Condo Apt,599900.0,607824.0,2020-08-06,555000.0,1,1,0,2159.0,"Condo Apt, Apartment",371.0,0-5,0-499 feet??,,,56,19.0,2020-08-06,2020-10-01,1875.0,2.42,Sherbourne & Queens Quay E,"Bus Ctr (Wifi Bldg), Exercise Room, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden, Security Guard",E,Toronto,***Award Wining Luxury Monde Condos By Great Gulf ***32nd Floor***Amazing City/Lake Views***Elegant Waterfront Living***One Bedroom***Quartz Countertop***Eng.H.W. Floor***Ultra Modern Appliances***9Ft Smooth Ceilings***Floor To Ceiling Windows***High Speed Internet Is Included In Maintenance**1 Locker Included**State Of The Art Building***Leed Gold Certification***19000 Sqft Amenities**Walking Distance To Lake/George Brown College***Minutes From Gardiner/Dvp.
E4934849,196 Westlake Ave,Woodbine-Lumsden - Toronto,Detached,699900.0,,,785000.0,1+1,2,0,2819.0,"Detached, Bungalow",,,#NAME?,Finished,,1,,2020-09-29,2020-10-01,,,Woodbine Ave & Lumsden Ave,,W,Toronto,Looking For A Condo Alternative? Look No More...Steps From The Danforth And Subway. This Solid Double Brick Bungalow Is Nestled On A Charming Family Street! Renovated To A Very High Standard With Gorgeous Kitchen Including Quartz Counter Tops Loads Of Updated Cabinetry And Stainless Appliances. Home Office Overlooking Large Deck And Landscaped Garden. 1 Car Parking! Move In Ready!
W4932478,Unit 621 - 812 Lansdowne Ave,Dovercourt-Wallace Emerson-Junction - Toronto,Condo Apt,599000.0,656677.0,2020-09-29,590000.0,2,1,1,1777.0,"Condo Apt, Apartment",412.0,10-Jun,600-699 feet??,,"water,heat",1,12.0,2020-09-29,2020-10-06,2128.0,2.74,Lansdowne & Dupont,"Gym, Party/Meeting Room, Visitor Parking",E,Toronto,"Welcome To The West! Bright Modern Unit W/Stylish Upgrades Is Move In Ready! Open Concept Living/Dining Space Is Perfect For Entertaining. Ampe Storage In Kitchen And Throughout The Unit, As Well As A Separate Storage Locker! The Dovercourt-Wallace Emerson-Junction Community Has Become Known For Its Local Food And Arts Scene As Well As Its Proximity To Some Of The Hottest Areas In To Commuter Friendly Location Steps To The Subway And A Quick Walk To Go Train!"
C4925780,Unit 1003 - 99 Hayden St,Church-Yonge Corridor - Toronto,Condo Apt,599000.0,617367.0,2020-09-24,640000.0,2,1,1,2507.0,"Condo Apt, Apartment",695.0,16-30,700-799 feet??,,water,7,22.0,2020-09-23,2020-10-01,2453.0,2.72,Church & Yonge,"Bike Storage, Exercise Room, Party/Meeting Room, Recreation Room, Rooftop Deck/Garden",NW,Toronto,"99 Hayden Is The Building You Have Been Waiting For! Sun-Filled And Spacious 2 Bedrm Unit With Parking Located At Church And Bloor. Lg Windows, Open Balcony, Hrdwd Fls, Ens Laundry. Amenities Incl Roofop Lounge With Sun Terrace & 2 Bbqs, Party And Exercise/Gym Rooms. Close To Everything- Steps Away From All That Yonge St And Church St Have To Offer, Or A 5 Min Walk To The Subway."
C4925692,Unit 517 - 15 Bruyeres Mews,Niagara - Toronto,Condo Apt,599999.0,631356.0,2020-09-29,590000.0,1+1,1,1,2195.0,"Condo Apt, Apartment",546.0,,600-699 feet??,,"water,heat",7,14.0,2020-09-23,2020-10-01,1950.0,2.18,Lakeshore & Bathurst,"Bbqs Allowed, Bike Storage, Concierge, Exercise Room, Party/Meeting Room, Rooftop Deck/Garden",N,Toronto,"Spacious 1+Den Converted Into A 2 Bed By The Builder. This Modern Open Concept Condo Features 9 Feet Ceilings, Laminated Flooring Throughout The Condo With High End Finishes. Building Has An Amazing Rooftop Party Room Attached To A Roof Top Garden Where You Can Barbecue Or Sit By The Firepit. Loblaws Plus 25,000 Sq. Ft Of Retail & Restaurants Space Across The Street, Walking Distance To Billy Bishop Airport, 3 Minute Walk To The Lake"
C4924099,Unit 1607 - 77 Maitland Pl,Cabbagetown-South St. James Town - Toronto,Condo Apt,600000.0,631974.0,2020-10-01,630000.0,2,2,1,2393.0,"Condo Apt, Apartment",660.0,,800-899 feet??,,"water,heat",7,11.0,2020-09-23,2020-10-01,2525.0,3.02,Jarvis & Wellesley,"Bike Storage, Concierge, Indoor Pool, Party/Meeting Room, Squash/Racquet Court, Visitor Parking",W,Toronto,"Opportunity Knocks, Great Space & Value! Large 2 Bedroom, 2 Bathroom At The Award Winning Celebrity Place, Boasting Sunny West Views, Huge Terrace And Windows On The National Ballet School. This ""Garbo Suite"" Has Brand New Wide Plank Laminate And Is Freshly Painted. New Windows & Patio Doors 2018. Fabulous Amenities Include Indoor Pool, Concierge, On-Site Store, Squash & Ball Courts. Cabbagetown, Church St, Restos, Shopping At Your Doorstep! Walk To Work!"
C4921190,Unit 1105 - 60 Berwick Ave,Yonge-Eglinton - Toronto,Condo Apt,688000.0,695703.0,2020-09-29,759600.0,2,2,1,3292.0,"Condo Apt, Apartment",578.0,0-5,700-799 feet??,,"water,heat",10,14.0,2020-09-20,2020-10-01,2867.0,3.28,Yonge & Eglinton,"Concierge, Exercise Room, Guest Suites, Media Room, Sauna, Visitor Parking",W,Toronto,"The Only Condo In The Prestigious & Quiet Southwest Corner Of Yonge/Eglinton. Steps To Subways(Line 1 & Future Line 5). Close To 800 Sf + 140 Sf Balcony Per Floor Plan. Westview. Best School Zones:Oriole Park Jr Ps & Davisville Jr Fi, Excellent North Toronto Ci W/ Strong Academy & Art Record. Split 2 Bdr Plan, Granite Counters, Upgraded Backsplash, Bright Open Concept Living&Dining With Tree Views. Underground Parking - Close To Elevator, 2 Lockers 1 Rented"
C4920484,Unit 601 - 60 Colborne St,Church-Yonge Corridor - Toronto,Condo Apt,620000.0,655237.0,2020-09-24,613500.0,1+1,1,1,2866.0,"Condo Apt, Apartment",626.0,,600-699 feet??,,heat,10,22.0,2020-09-20,2020-10-01,2128.0,2.08,Church & Colborne,,N,Toronto,"Location, Location, Location! Incredible 1 + Den In The Heart Of St. Lawrence Market With A 100% Walking Score. Fabulous Open Concept With Built-In Cabinetry, Designer Kitchen & Built-In Stainless Steel Appliances. Great Amenities And Close To St. Lawrence Market, Financial District, Universities, Shops, Entertainment & Transit. Move In Or Invest. This Is The One You Have Been Waiting For! Parking And X-Large Balcony Included."
E4918681,51 Heron Park Pl,West Hill - Toronto,Freehold Townhouse,669000.0,710692.0,2020-09-29,687000.0,3,3,1,2914.0,"Freehold Townhouse, 3-Storey",,0-5,1100-1500 feet??,,,12,9.0,2020-09-18,2020-10-01,2417.0,3.57,Lawrence Ave & Manse Rd,,N,Toronto,"2017 Built Executive Mattamy Freehold Town House Near Heron Park Community 9 Ft Ceiling. Main Floor Foyer With Access To Extended Length Garage. Upgraded Oak Staircase And Granite Countertop. Open Concept Great Room With Formal Dining Area And W/O To Good Size Balcony, 2nd-Floor Laundry, High-End Stainless Steel Appliances. Near All Amenities, Schools, Shopping, Highway & More. Not To Be Missed ** Freehold No Maintenance Fee **. Sqft Area 1451 Ft."
C4915770,Unit 8 - 106 Redpath Ave,Mount Pleasant West - Toronto,Condo Townhouse,758000.0,738980.0,2020-09-25,675000.0,2,2,1,2807.0,"Condo Townhouse, Multi-Level",664.0,16-30,800-899 feet??,,water,14,13.0,2020-09-16,2020-10-02,2700.0,2.77,Mount Pleasant & Eglinton,Visitor Parking,SE,Toronto,"Welcome To Yonge & Eglinton: Imagine Coming Home To A Chic Corner Townhome - No Waiting On Elevators - Morning Coffee Or Evening Cocktails On Your Private Terrace & Steps To Great Amenities. This Neighborhood Is Walkable And Family Friendly But Still Right In The Heart Of City Living. The Updated Kitchen And Washrooms Mean You Can Kick Back And Enjoy. It Feels Like A House But With Someone Else To Look After The Upkeep. Photos Are Frm Staging, Unit Is Empty."
C4908493,Unit 601 - 17 Barberry Pl,Bayview Village - Toronto,Condo Apt,499888.0,516602.0,2020-09-29,552388.0,1+1,2,1,2237.0,"Condo Apt, Apartment",591.0,,800-899 feet??,,"water,heat",19,24.0,2020-09-11,2020-10-01,2075.0,2.69,Bayview & Sheppard,"Concierge, Exercise Room, Guest Suites, Indoor Pool, Recreation Room, Visitor Parking",N,Toronto,"Luxurious Empire By Daniels In Demand Bayview Village! Largest 1+1 With Huge Balcony! Best Value Per Sqft At Time Of Listing* 802 Sqft* Top Notch Building Amenities. 10+++ Location! Walking Distance To Subway, Bayview Village Mall, Ymca, Schools & Parks. Easy 401/404 Access. Quiet North Exposure. Updated Laminate Flooring. Move-In Condition!"
C4906886,Unit 1410 - 628 Fleet St,Waterfront Communities C1 - Toronto,Condo Apt,575000.0,592929.0,2020-09-11,515000.0,1,1,1,1949.0,"Condo Apt, Apartment",382.0,,500-599 feet??,,"water,heat",20,20.0,2020-09-10,2020-09-30,1958.0,2.64,Lake Shore & Bathurst,"Concierge, Gym, Indoor Pool, Media Room, Party/Meeting Room, Visitor Parking",E,Toronto,"Live At West Harbour City And Enjoy Beautiful Views Of The Lake! Spacious 1 Bedroom Unit In This Art-Deco Inspired Building! The Ttc Is At Your Doorstep! Only Minutes To Waterfront Parks And Trails. 24 Hour Concierge And Resort Style Facilities With Indoor Pool, Gym, Theatre Lounge And Guest Suites! Parking And Locker Included."
C4906740,Unit 310 - 20 Minowan Miikan Lane,Little Portugal - Toronto,Condo Apt,645000.0,687925.0,2020-09-11,630000.0,2,1,1,2177.0,"Condo Apt, Apartment",435.0,0-5,600-699 feet??,,"water,heat",20,13.0,2020-09-10,2020-10-07,2300.0,2.79,Queen St W & Gladstone Ave,"Concierge, Guest Suites, Gym, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",W,Toronto,"Urban, Loft-Style, Living On Trendy Queen West! This Split 2-Bedroom Layout At ""The Carnaby"", Features Lots Of Space, With A Cozy Outdoor Balcony Space. Also, *Engineered Hardwood* *9Ft Ceilings* *Floor To Ceiling Windows* *Caesarstone Countertops* **Walk-In Closets For Both Bedrooms* *Built-In Kitchen Appliances* And *Owned Parking Spot* *Modern Gym Facilities* *Party Room With Bbq Patio Area! All At Great Value! Check It Out Today! Pls See 3D Virtual Tour!"
C4905338,Unit 1605 - 19 Grand Trunk Cres,Waterfront Communities C1 - Toronto,Condo Apt,639000.0,659831.0,2020-09-21,610000.0,1+1,1,0,2243.0,"Condo Apt, Apartment",465.0,10-Jun,600-699 feet??,,"water,heat",20,20.0,2020-09-10,2020-10-01,2132.0,2.48,Bremner & York,"Concierge, Games Room, Gym, Indoor Pool, Party/Meeting Room, Visitor Parking",N,Toronto,"Live In One Of Toronto's Most Desirable Areas In This Spacious One Bedroom W/ Large Functional Den, Bright Layout With Floor To Ceiling Windows In Both Living Area & Bedroom! Modern Kitchen With Stainless Steel Appliances & Large Breakfast Bar! Ideal Location Steps From Union Station, Underground Path, Financial District, & Lots Of Restaurants!"
C4899115,Unit 664 - 209 Fort York Blvd,Waterfront Communities C1 - Toronto,Condo Apt,589900.0,613398.0,2020-09-30,578000.0,1+1,1,1,2165.0,"Condo Apt, Apartment",523.0,0-5,600-699 feet??,,"water,heat",27,20.0,2020-09-03,2020-10-01,2026.0,2.37,Fort York & Bathurst,"Concierge, Indoor Pool, Recreation Room, Visitor Parking",NW,Toronto,"Well Maintained Waterfront Living At Neptune Condos! 660 Sqft 1 Bedroom + Den Corner Unit W/ Parking & Locker. Spacious Open Concept Floor Plan W/ Walk-Out To 120 Sqft Wrap Around Balcony. Open Concept Kitchen W/ Island, Stainless Steel Appliances, Large Master & Separate Den (Can Be Used As 2nd Brm) Indoor Pool, 24Hr Concierge, Transportation At Your Doorstep, Walking Distance To Lakefront. New Common Area Flooring Being Installed Throughout Entire Building."
W4892311,Unit 2317 - 30 Shore Breeze Dr,Mimico - Toronto,Condo Apt,675000.0,642350.0,2020-09-25,665000.0,1+1,1,1,,"Condo Apt, Apartment",479.0,0-5,600-699 feet??,,,30,18.0,2020-08-31,2020-10-01,2175.0,2.97,Parklawn & Lakeshore,"Bbqs Allowed, Bike Storage, Concierge, Gym, Indoor Pool, Security Guard",SE,Toronto,"An Original With Stunning Views Of The City And Lake Views Of Parklawn Grounds. 1 Bedroom Plus Den, Locker, Parking, Upgraded Union Light Fixtures, Frosted 3 Panel Interior Doors, Smooth Ceilings, Custom Murphy Bed By Night & Desk By Day. Custom Waterfall Island, Custom Closet In Foyer, Shoe Storage, Pot Lights In Foyer And Bathroom, Outdoor Patio Decking, One Of The Larger 1 Bedroom Suites In Sky Tower. Pleasure To Show, Wont Be Disappointed!"
C4891695,Unit 3607 - 19 Grand Trunk Cres,Waterfront Communities C1 - Toronto,Condo Apt,599000.0,612403.0,2020-09-27,555000.0,1+1,1,0,2057.0,"Condo Apt, Apartment",415.0,,500-599 feet??,,"water,heat",30,20.0,2020-08-31,2020-10-06,1850.0,2.27,York & Bremner,"Bike Storage, Concierge, Guest Suites, Gym, Indoor Pool, Visitor Parking",E,Toronto,"Virtual Tour Available***Meticulously Maintained Luxury Condo In The Heart Of The City W/100 Transit Score & 92 Walk Score. Modern 1Bed+Study With Functional Layout And Large Windows. Direct Path Access. Steps From Union Station, Cn Tower, Harbourfront, Martin Goodman Trail, Financial And Entertainment Districts, Rogers Center, Steps To Lake Ontario. 2 Walk-Outs To Oversized Balcony. Amenities: 24-Hour Concierge, Gym, Yoga Room, Indoor Pool, Guest Suites+More"
C4877680,Unit 213 - 608 Richmond St W,Waterfront Communities C1 - Toronto,Condo Apt,574900.0,592119.0,2020-09-17,550000.0,1,1,0,2342.0,"Condo Apt, Loft",408.0,0-5,600-699 feet??,,"water,heat",42,20.0,2020-08-19,2020-09-30,1800.0,2.22,Richmond & Bathurst,"Bbqs Allowed, Concierge, Exercise Room, Party/Meeting Room, Visitor Parking",S,Toronto,"Welcome To The Harlowe! Perfect One Bedroom Layout South Facing Unit With Tons Of Natural Light. Over 600 Sqft This Suite Features Massive 10.5 Ft Exposed Concrete Ceilings And Feature Walls. Hardwood Flooring Throughout. European Style Cabnitry W/ Stone Countertops, S/S Appliances And Rare Gas Stove. Floor To Ceiling Windows. Spa Like Bathroom With Rain Shower Head & Deep Soaking Tub. Steps To King St, Queen St, Shopping, Cafes/Restaurants &Entertainment. St"
C4871563,Unit 1112 - 101 Peter St,Waterfront Communities C1 - Toronto,Condo Apt,699000.0,691329.0,2020-09-02,735000.0,1+1,1,0,2155.0,"Condo Apt, Apartment",502.0,,600-699 feet??,,"water,heat",47,19.0,2020-08-14,2020-10-09,2250.0,2.52,Adelaide St & Peter St,"Concierge, Exercise Room, Guest Suites, Media Room, Party/Meeting Room",SW,Toronto,"Bright And Airy 1Br+Den Corner Unit Located In The Heart Of Downtown. Unbeatable Location! Steps To Transit, Financial District, Cafes, Restaurants, Shopping And Entertainment. The Largest & Highest Floor For This 1Br+Den Floor Plan. Featuring 9' Ceilings, Floor To Ceiling Wrap-Around Windows; A Modern Kitchen W/ A Centre Island That Seats 4; And A Spacious Den That Can Be Partition Into A 2nd Br. Perfect For End-Users And Investors. This Unit Is A Must See!"
C4845950,Unit 2101 - 355 King St W,Waterfront Communities C1 - Toronto,Condo Apt,639900.0,643125.0,2020-08-24,620000.0,1+1,1,0,,"Condo Apt, Apartment",259.0,New,500-599 feet??,,heat,65,19.0,2020-07-27,2020-10-07,2092.0,3.21,King & Blue Jays Way,"Exercise Room, Gym, Indoor Pool, Party/Meeting Room, Recreation Room, Rooftop Deck/Garden",S,Toronto,"Welcome To King Blue North Tower! This Is Your Opportunity To Live In The Entertainment District - The Most Vibrant Community In The City! This Is An Assignment Sale. Beautiful Finishes Throughout. Fabulous Amenities: Pool, Gym, Rooftop Deck/Garden. In The Heart Of The Action - Steps To The Sports Venues, Restaurants And Nightlife. Everything Our City Has To Offer. Ready To Move In Immediately."
W4924655,8 Seneca Ave,Rockcliffe-Smythe - Toronto,Detached,698000.0,732043.0,2020-09-29,840000.0,2+1,2,0,2561.0,"Detached, Bungalow",,,900 feet?? (SigmaEstimate??),"Finished, Sep Entrance",,6,11.0,2020-09-23,2020-09-30,2350.0,3.38,Weston Road & Rogers Rd,,N,Toronto,"You'll Fall In Love With This Beautiful Fully Detached 2+1 Bedroom Bungalow The Second You Walk In! The Open Concept Living, Dining & Updated Kitchen With Granite Counters & Marble Backsplash Is The Ideal Setting For All Of Your Entertaining. Hardwood Floors, Crown Moulding, Pot Lights & Many Custom Finishes Through-Out + Stunning Spa-Like Bath. Basement W/ Sep Entrance, Kitchen, Bath, Living/Dining, Bed & Separate Laundry. Newer Furnace (2015) And A/C (2018)"
W4924575,2090 St Clair Ave W,Junction Area - Toronto,Semi-Detached,649000.0,685739.0,2020-09-28,690000.0,1,1,1,2813.0,"Semi-Detached, Bungalow",,16-30,900 feet?? (SigmaEstimate??),Unfinished,,6,7.0,2020-09-23,2020-10-02,2778.0,4.36,St Clair & Keele St.,,N,Toronto,"An Absolutely Adorable Cottage-Like Gem! Perfect Alternative To A Condo! Home Super Sweet Home! Checks All The Boxes...Generous Bedroom, 4 Pc Bath, Walk-In Closet, Incredible Private Backyard/Patio, Private Parking/Garage, Full/High Unfinished Basement With A Rough-In For A 2nd Bath*What A Fantastic Location, 10++...Walk To Stockyards, Restaurants, Big-Box Stores, Lcbo, Bank, Transit, Park*Very Unique And Special Space*Rare Floor Plan"
W4924347,Unit 152 - 12 Foundry Ave,Dovercourt-Wallace Emerson-Junction - Toronto,Condo Townhouse,689000.0,712257.0,2020-09-28,753425.0,2+1,2,1,2567.0,"Condo Townhouse, 2-Storey",332.0,,900-999 feet??,,water,6,9.0,2020-09-23,2020-09-29,2495.0,3.18,Davenport & Lansdowne,"Bbqs Allowed, Visitor Parking",E,Toronto,"Imagine Sipping Your Cup Of Coffee On Your Large Private Patio Filled W/Greenery & Sunshine From Your End Unit Town In Davenport Village! Spacious Foyer,Entertainer's Dream Of Main Flr Liv Space W/Flr To Ceil Windows,Eng Hrdwd Flrs,W/O To Patio & Stunning Upgr Fam Size Kitch! Iron Pckts Lead You Up To 2nd Fl Office & Large Serene Sun-Filled Bdrms.Spa-Like Baths & Huge Master W/I Closet! Steps To Transit,Shopng,Parks,Trendy Restos&Cafes & More!Look No Further."
C4920432,Unit 6603 - 88 Harbour St,Waterfront Communities C1 - Toronto,Condo Apt,629000.0,647781.0,2020-09-20,696000.0,1,1,0,2320.0,"Condo Apt, Apartment",435.0,,500-599 feet??,,"water,heat",9,20.0,2020-09-20,2020-09-30,2083.0,2.48,Bay & York & Lakeshore & Queens Quay,"Concierge, Games Room, Gym, Party/Meeting Room, Security Guard, Security System",N,Toronto,"Amazing 1 Bedroom Unit In The Luxury Harbour Plaza Residence. High Quality Built Withluxury Finishes. Floor To Ceiling Window. Modern Kitchen, B/I Stainless Steel Appliances, Ensuite Laundry. Great Bathroom Setup With Ensuite Access. Directly Connected To The Underground P.A.T.H., Walk To Downtown Core, Cn Tower, Union Station, Scotiabank Arena, Rogers Center, Balcony Is With Amazing City Views With Night Skyline."
C4919052,Unit 412 - 33 Mill St,Waterfront Communities C8 - Toronto,Condo Apt,599000.0,614319.0,2020-09-18,650000.0,1+1,1,1,2681.0,"Condo Apt, Loft",540.0,,700-799 feet??,,"water,heat",11,18.0,2020-09-18,2020-10-07,2275.0,2.73,Mill & Parliament,"Concierge, Exercise Room, Gym, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden",N,Toronto,"Incredible Loft Living At Pure Spirits Condos In The Distillery District! Oversized 1 Bedroom + Den Loft With 10 Ft Concrete Ceilings! Lots Of Natural Light, Hardwood Floors Throughout. Brand New Spa-Like Semi Ensuite Master Bathroom With Top Of The Line Finishes. Open Concept Layout Allows For Fantastic Entertaining. Parking Included. Great Building Amenities Including Famous Outdoor Pool And Hot Tub, Party Room, Gym, Theatre Room And 24 Hour Concierge."
E4917655,Unit 808 - 280 Donlands Ave,Danforth Village-East York - Toronto,Condo Apt,589999.0,579735.0,2020-09-21,615000.0,1,1,1,2033.0,"Condo Apt, Apartment",595.0,10-Jun,700-799 feet??,,"water,heat",12,24.0,2020-09-17,2020-09-30,1968.0,2.22,Donlands & Cosburn,"Bbqs Allowed, Bike Storage, Recreation Room, Rooftop Deck/Garden, Security System, Visitor Parking",SE,Toronto,"Welcome To The East Yorker! Stunning Corner Unit Suite. Open Concept Floor Plan. Featuring Floor To Ceiling Windows With An Unobstructed Romantic City Skyline And Lake Views - South/ East Exposure With Spectacular Natural Light!! Newly Renovated! Subject Balcony Is Positioned Like A Penthouse With No Unit Above With Private Views!! Parking And Locker Included. Roof Top Terrace, Bbq Area And Loungers !!! This Is Must See Unit! This Unit Is A Show Stopper!!!"
C4914245,Unit 829 - 1030 King St W,Niagara - Toronto,Condo Apt,589000.0,600151.0,2020-09-19,585000.0,1,1,0,2035.0,"Condo Apt, Apartment",308.0,,500-599 feet??,,water,13,14.0,2020-09-16,2020-09-29,1950.0,2.79,King St. W &  Shaw St.,,W,Toronto,"Excellent Location! Ideal For The Single Professional Or Young Couple. Enjoy The Lifestyle In The Heart Of Downtown Toronto. A Luxury 1 Bedroom Condo In Upscale Dna3 Development! Open Concept Modern Style Unit Boasts 9Ft Ceilings, Floor To Ceiling Windows,H/Wood Floors Throughout, Modern Kitchen With S/S Apps, Spa Like Washroom, Steps To Restaurants,Shopping, Public Transit & Parks, And Where Its All Happening. . Status Certificate Available."
C4913423,Unit 601 - 255 Richmond St E,Moss Park - Toronto,Condo Apt,699000.0,716086.0,2020-09-15,692000.0,1+1,1,1,2543.0,"Condo Apt, 2-Storey",622.0,15-Nov,700-799 feet??,,"water,hydro,heat",14,15.0,2020-09-15,2020-09-29,2183.0,2.11,Richmond St E & Sherbourne,"Concierge, Guest Suites, Gym, Party/Meeting Room, Visitor Parking",S,Toronto,"Work Downtown Or Work From Home - You Can Do Both Here! Gorgeous 1+1 Bed,1 Bath Open Concept 2-Storey Loft Has 18' Ceilings & South View. When Space Matters Most, This Unit Offers Over 760 Sq Ft Of Beautiful Downtown Living,Drenched In Light. Recently Reno'd Kitchen Features Quartz Counters, Undermount Sink, New S/S Appliances,Breakfast Bar & The Perfect Vibe For Entertaining. Upstairs Bed Has A Bright, Open Concept Office /Study Space W/ Multiple Windows."
C4910303,Unit 2907 - 161 Roehampton Ave,Mount Pleasant West - Toronto,Condo Apt,618000.0,566504.0,2020-09-23,605000.0,1+1,1,0,,"Condo Apt, Apartment",363.0,New,500-599 feet??,,,16,17.0,2020-09-13,2020-09-29,1898.0,3.06,Yonge & Eglinton,"Guest Suites, Gym, Outdoor Pool, Rooftop Deck/Garden, Security Guard, Visitor Parking",E,Toronto,"Brand New, Sun-Filled One Bedroom Plus Den Unit In Redpath Condo Located In The Prestigious Yonge/Eglinton Midtown Area Where Both Subway And Lrt Line Cross By! Excellent Layout! 574 Sqft + 104 Sqft Terrace As Per Builder Plan. Wide Open Concept. Breathtaking Remote Lake Views From Lgr Balcony! Amazingly Convenient Location. Walk To Transit, Supermarket, Restaurants, Lcbo, Shops, Parks, Cinemas And So Much More!"
C4899605,Unit 3907 - 159 Dundas St E,Church-Yonge Corridor - Toronto,Condo Apt,679000.0,707036.0,2020-09-22,645000.0,2,2,0,2861.0,"Condo Apt, Apartment",536.0,,600-699 feet??,,"water,heat",25,22.0,2020-09-04,2020-10-02,2779.0,3.11,Dundas & Church,"Bike Storage, Concierge, Exercise Room, Games Room, Outdoor Pool",N,Toronto,"Prime Location! Unobstructed Northwest With Stunning City View Through Floor-To-Ceiling Windows.Super Efficient Layout Of 625 Sq Ft.2Beds And 2 Full Baths Perfect For Two Friends. Luxury Finishes Including 9 Ft Ceiling, Granite Counter, Breakfast Close To Ryerson University & George Brown College. Steps To Subway, Financial District, Eaton Center And Metro. 24Hr Streetcar At Doorsteps. Must See!"
C4894519,Unit 3211 - 20 Richardson St,Waterfront Communities C8 - Toronto,Condo Apt,650000.0,647760.0,2020-09-02,640000.0,1+1,1,0,,"Condo Apt, Apartment",361.0,New,500-599 feet??,,"water,heat",28,18.0,2020-09-01,2020-09-30,2224.0,3.25,Lower Jarvis & Queens Quay,"Concierge, Gym, Party/Meeting Room, Squash/Racquet Court, Tennis Court, Visitor Parking",E,Toronto,"Assignment Opportunity With Great Value! This 1 Bedroom + Den East-Facing Unit At Daniel's Lighthouse Condo Comes With A Locker And Can Be Yours To Move Into On October 13th. No Interim Occupancy Which Means You Start Paying Your Mortgage Immediately! Bright Unit With Modern Finishes, An Amazing Location With Lots More Growth To Come. The Best Of Waterfront Living Awaits You Here!"
