Listing_num,Address,Community,House_type,Listing_price,Sigma_estimate,Estimated_on,Sold_price,Bedroom,Washroom,Parking,Tax,Property_type,Maintenance,Building_age,Size,Basement,Utility_incl,Date_on_market,Rental_dom,Listed_on,Updated_on,Rental_estimate,Rental_yield,Major_intersection,Amenities,Exposure,Municipality,Description
C4897827,Unit 513 - 386 Yonge St,Bay Street Corridor - Toronto,Condo Apt,"$ 669,900","$683,083",2020-09-03,,1 Bedrooms,2 Bathrooms,0 Garage,"$ 2,826","Condo Apt, Loft",$417/month,6-10,600-699 feet²,None,"water,heat",39 days,21 day(s),2020-09-03,2020-09-03,"$2,400",2.82%,Gerrard Street,,S,Toronto,"Experience The Joy Of Living At Aura! Amenities At Your Doorstep. Shopping And Groceries. Beautiful Loft With Upgraded Finishes, Elevated Ceiling, 1.5 Bath And Great Balcony View."
C4922877,Unit 2015 - 1055 Bay St,Bay Street Corridor - Toronto,Condo Apt,"$ 619,990","$631,765",2020-10-11,,1+1 Bedrooms,1 Bathrooms,1 Garage,"$ 2,135","Condo Apt, Apartment",$542/month,-,600-699 feet²,None,"water,hydro,heat",20 days,23 day(s),2020-09-22,2020-10-12,"$2,287",2.7%,Bat St/Bloor St W,"Concierge, Exercise Room",N,Toronto,"Welcome To Tridel's Polo Club. Highly Desired Location In The Heart Of Downtown. With Luxurious Sq Ft And Newly Freshly Painted.Large Master Bedroom & Large Den/Solarium With Sliding Separating Doors, Which Can Be Used As Spare Bedroom. Both Parking & Locker Included. Fabulous Building With 24 Hour Concierge, Gym, Rooftop Patio, Pool, Visitor Parking, Party Room. Steps To Hospitals, U Of T, Subway, Yorkville, Financial District, Shops And Entertainment."
C4928575,Unit 2914 - 70 Temperance St,Bay Street Corridor - Toronto,Condo Apt,"$ 539,995","$557,589",2020-09-25,,1 Bedrooms,1 Bathrooms,0 Garage,"$ 2,297","Condo Apt, Apartment",$298/month,-,0-499 feet²,None,"water,heat",17 days,23 day(s),2020-09-25,2020-09-25,"$1,790",2.55%,Bay/Adelaide,"Bbqs Allowed, Games Room, Guest Suites, Gym, Media Room, Party/Meeting Room",W,Toronto,"Welcome To Indx Condos In The Heart Of Toronto's Financial District. The Most Desired Location. Practical 1 Bedroom/1 Bath Layout, West Facing Unit With Amazing City Views. 9' Smooth Ceiling. Floor To Ceiling Windows. Laminate Flooring Throughout. Open Balcony. Contemporary Custom Kitchen With B/I S/S Appliances. Amenities: Concierge, Exercise Rm, Theater Rm, Party Rm, Library, Games Rm, Guest Rms & Rooftop Terrace. Steps To Subway. Near U Of T, Ryerson."
C4923406,Unit 824 - 386 Yonge St,Bay Street Corridor - Toronto,Condo Apt,"$ 859,000","$865,514",2020-09-23,,2 Bedrooms,2 Bathrooms,0 Garage,"$ 3,580","Condo Apt, Apartment",$503/month,-,700-799 feet²,None,"water,heat",21 days,23 day(s),2020-09-22,2020-09-23,"$2,926",2.69%,Gerrard St And Yonge St,"Bike Storage, Concierge, Exercise Room, Media Room, Rooftop Deck/Garden",N,Toronto,"Bright & Spacious 2 Bedroom, 2 Bathroom Suite In Aura Condos At College! Newly Painted 776 Above Grade Square Foot Unit Features Modern Kitchen With Open Concept To Living And Boasts Floor To Ceiling Windows, With A Large Balcony. Conveniently Located In The Heart Of The City With Direct Underground Access To The Subway, Access To Underground Walkway Path, Retailers And Restaurants. Walking Distance To Universities And Major Hospitals."
C4916692,Unit 1701 - 15 Grenville St,Bay Street Corridor - Toronto,Condo Apt,"$ 699,900","$687,472",2020-09-17,,1+1 Bedrooms,1 Bathrooms,0 Garage,"$ 2,453","Condo Apt, Apartment",$364/month,0-5,500-599 feet²,None,"water,heat",25 days,23 day(s),2020-09-17,2020-09-17,"$2,292",2.75%,Yonge/College/Bay,"Concierge, Guest Suites, Gym, Media Room, Party/Meeting Room, Rooftop Deck/Garden",S,Toronto,"Luxuries One Bedroom + Den At Best Location On Bay/College. Den Could Be Used As 2nd Bedroom , South Facing View! Laminate Floor, U Of T, Ryerson University, Steps To All Amenities, Subway,Conveniently Located Around Hospitals, Shops, Supermarkets, Eaton Centre, Financial District And More. Professional New Painting Throughout."
C4912401,Unit 6301 - 1 Bloor St E,Bay Street Corridor - Toronto,Condo Apt,"$ 1,630,000","$1,605,288",2020-09-21,,2+1 Bedrooms,3 Bathrooms,1 Garage,"$ 6,751","Condo Apt, Apartment",$901/month,New,1000-1199 feet²,None,"water,heat",27 days,23 day(s),2020-09-15,2020-09-21,"$5,388",2.68%,Yonge/Bloor,"Concierge, Exercise Room, Indoor Pool, Outdoor Pool, Rooftop Deck/Garden, Visitor Parking",Ne,Toronto,"Platinum Package, Luxury Large & Spectacular Sun-Filled 2 +1 Unit With Breathtaking Views From 2 Balconies At Toronto's Most Iconic Address. Indulge In The Most Exclusive Shopping, Finest Dining & Best Entertainment At Your Doorstep.Approximately 50,000 Sq.Ft. Amenities, Indoor & Outdoor Pool, Spa With Hot & Cold Pools, Sauna, Rooftop Deck, Bbq, Access To Subway, Restaurants, Shopping And Entertainment. Parking Spots Beside Locker.*"
C4864989,Unit 403 - 832 Bay St,Bay Street Corridor - Toronto,Condo Apt,"$ 949,900","$936,447",2020-09-08,,2 Bedrooms,2 Bathrooms,1 Garage,"$ 3,430","Condo Apt, Apartment",$546/month,-,800-899 feet²,None,"water,heat",63 days,21 day(s),2020-08-10,2020-09-08,"$3,100",2.67%,Bay/College,"Exercise Room, Outdoor Pool, Party/Meeting Room, Rooftop Deck/Garden, Security Guard, Security System",Nw,Toronto,"Move-In Ready 2 Bedroom, 2 Bathroom, Bright Corner Suite With 9 Foot Ceilings & A Great City View - Walk To Hospitals, Both Universities, Bus. District, Yorkville, Countless Shops/Restaurants, Eatons Centre, Queens Park & Two Subways- You Also Have Easy Access To Sporting Venues, The Entertainment District, 2 Highways, Toronto Harbor Front & The Toronto Islands - Ideal For Professional Wanting To Live In The Heart Of The City - Parking Spot Close To Elevator."
C4895771,Unit 306 - 73 Richmond St W,Bay Street Corridor - Toronto,Condo Apt,"$ 515,000","$553,793",2020-09-25,,1 Bedrooms,1 Bathrooms,0 Garage,"$ 1,571","Condo Apt, Loft",$377/month,-,0-499 feet²,None,"water,heat",40 days,23 day(s),2020-09-02,2020-09-25,"$1,790",2.53%,Bay And Richmond,Security System,N,Toronto,"New York Style Boutique Live/Work Loft At The Award Winning Historical Graphic Arts Building. Located In The Heart Of The Financial District! Perfect Turnkey Investment Property Or A Great Pied-A-Terre In The Heart Of The City! Ideal For Residential Use, A Small Office Or Home-Based Businesses. Soaring Ceilings And Two Large Loft Style Windows With Tons Of Natural Light! Custom Designed 'Hide-Away' Kitchenette. Ensuite Laundry & Full 4 Piece Bathroom."
C4901710,Unit 4801 - 7 Grenville St,Bay Street Corridor - Toronto,Condo Apt,"$ 750,000","$744,601",2020-10-11,,2 Bedrooms,2 Bathrooms,0 Garage,"$ 3,023","Condo Apt, Apartment",$436/month,0-5,600-699 feet²,None,"water,heat",34 days,23 day(s),2020-09-08,2020-10-10,"$2,500",2.66%,Yonge/College,"Concierge, Gym, Indoor Pool, Party/Meeting Room, Recreation Room",W,Toronto,"Ideal Locations In The Core Downtown Area. Luxury Yc Condos, High Ceilings, Floor To Ceiling Windows, Modern Kitchen W/ Integrated Appliances And Interesting Tile Backsplash.1 Minute Walking To College Subway Station. Within Walking Distance To U Of T, Ryerson, Shopping, Close To Everything. Fantastic Neighborhood, Easy Access To Eaton Centre, Loblaws, And Parks. World Class Amenities Include: Indoor Swimming Pool On Floor 66, Sky Lounge, Fitness Facility."
C4910396,Unit 204 - 57 St Joseph St,Bay Street Corridor - Toronto,Condo Apt,"$ 588,800","$580,673",2020-10-11,,1 Bedrooms,1 Bathrooms,0 Garage,"$ 2,291","Condo Apt, Apartment",$334/month,0-5,500-599 feet²,None,"water,heat",29 days,23 day(s),2020-09-14,2020-10-06,"$1,925",2.64%,Bay St. And St. Joseph St.,"Concierge, Exercise Room, Guest Suites, Gym, Outdoor Pool, Party/Meeting Room",E,Toronto,"Stunning 1 Bedroom Condo At Highly Desired Luxury Condo Building On Bay Street! Downtown Demanding Location, 9' Ceilings, Modern Kitchen With S/S Appliances. Engineered Hardwood Floors, Floor To Ceiling Windows With Sliding Door, Juliet Balcony, Ensuite Laundry And Custom Blinds. Located Steps To University Of Toronto, Bloor Street And Yorkville Shopping, Ttc, Subway, Hospital Etc"
C4895048,Unit 602 - 15 Grenville St,Bay Street Corridor - Toronto,Condo Apt,"$ 658,000","$682,037",2020-09-22,,1+1 Bedrooms,1 Bathrooms,0 Garage,"$ 2,393","Condo Apt, Apartment",$360/month,-,500-599 feet²,None,"water,heat",40 days,23 day(s),2020-09-02,2020-09-22,"$2,199",2.64%,Yonge And College,"Bbqs Allowed, Concierge, Games Room, Guest Suites, Party/Meeting Room",S,Toronto,"Seller Is Very Motivated To Sell...A Luxury Karma Condo With South View Located At Yonge/College, Spacious 1Bd+Den(Door) With High 9' Ceilings, Floor To Ceiling High Large Windows, The Den Can Be 2nd Br Opt. A Few Minutes Walk Distance To Subway, Ttc Streetcar, U Of T, Ryerson, Eaton Centre, Hospitals, Restaurants, Shops And Entertainment."
C4874109,Unit 5306 - 1080 Bay St,Bay Street Corridor - Toronto,Condo Apt,"$ 769,000","$750,937",2020-08-17,,1 Bedrooms,1 Bathrooms,0 Garage,"$ 2,759","Condo Apt, Apartment",$379/month,0-5,500-599 feet²,None,"water,heat",56 days,20 day(s),2020-08-17,2020-08-17,"$2,500",2.8%,Bay / Bloor,"Concierge, Exercise Room, Guest Suites, Gym, Party/Meeting Room, Rooftop Deck/Garden",Nw,Toronto,"Stunning Corner Unit In The Highly Sought After U Condominium. Unobstructed, Panoramic Lake And City Views.10 Ft Ceilings, Corian Backsplash & Counter Tops In The Kitchen, Pre-Finished Engineered 5"" Wide Wood Flooring, Floor To Ceiling Windows,European Style Kitchen With Integrated Energy-Star Appliances, In-Suite Stacked Washer & Dryer. One Of The Only Units In The Building With 3 Storage Lockers!"
C4883654,Unit 1602 - 33 Charles St,Bay Street Corridor - Toronto,Condo Apt,"$ 624,888","$614,053",2020-08-24,,1 Bedrooms,1 Bathrooms,0 Garage,"$ 2,130","Condo Apt, Apartment",$370/month,-,500-599 feet²,None,"water,heat",49 days,21 day(s),2020-08-24,2020-08-24,"$2,007",2.62%,Yonge And Bloor,"Concierge, Guest Suites, Gym, Outdoor Pool, Rooftop Deck/Garden, Visitor Parking",E,Toronto,"Welcome To Casa Condominio Residenza! Located In The Heart Of The City At Yonge & Bloor. This Bright, 1 Bedroom Suite Is A Total Of 570 Sq Ft Of Functional Indoor/Outdoor Living Space (495 Sq Ft +75 Sq Ft Terrace). Fantastic, Quality Building With Amazing Amenities. Steps To Yorkville, Restaurants & Galleries, Cultural Centres, Public Transit, Shopping & All That Toronto Has To Offer."
C4881154,Unit 3202 - 180 University Ave,Bay Street Corridor - Toronto,Condo Apt,"$ 1,090,000","$1,044,975",2020-09-09,,1 Bedrooms,1 Bathrooms,1 Garage,"$ 4,468","Condo Apt, Apartment",$902/month,-,800-899 feet²,None,"water,heat",52 days,21 day(s),2020-08-21,2020-10-12,"$3,775",2.62%,University/Adelaide,,W,Toronto,"Residence Above The Luxury Shangeri-La Hotel Located In The Financial And Entertainment District. Steps To Subway Station, Bright Suite With Large Window. Heated Floor In Bathroom. Master Bedroom 4Pc Semi-Ensuite. Unobstructed West And Lakeviews, Spacious Suite With Open Concept. Walk To All Entertainment Facilities And Conveniences. Access To Hotel Amenities Including Pool, Hot Tub & Fitness Centre."
C4871744,Unit 816 - 7 Grenville St,Bay Street Corridor - Toronto,Condo Apt,"$ 818,000","$813,645",2020-09-12,,2 Bedrooms,2 Bathrooms,0 Garage,"$ 3,422","Condo Apt, Apartment",$605/month,0-5,800-899 feet²,None,"water,heat",60 days,22 day(s),2020-08-14,2020-09-12,"$2,962",2.79%,Yonge/College,"Concierge, Gym, Indoor Pool, Party/Meeting Room, Rooftop Deck/Garden, Visitor Parking",W,Toronto,"*Great Investment/ Move-In Opportunity* Bright And Spacious 2 Bedroom + Den In The Luxurious Yc Condos, With Exceptional Amenities While Being Stps Away From College Station, U Of T, Ryerson, Major Hospitals, And The Financial District."
C4944312,Unit 613 - 770 Bay St,Bay Street Corridor - Toronto,Condo Apt,"$ 905,000","$864,975",2020-10-12,,2+1 Bedrooms,2 Bathrooms,1 Garage,"$ 4,030","Condo Apt, Apartment",$623/month,New,800-899 feet²,None,"water,heat",5 days,23 day(s),2020-10-07,2020-10-11,"$2,920",2.46%,Bay & College,"Concierge, Gym, Indoor Pool, Recreation Room, Rooftop Deck/Garden, Sauna",N,Toronto,"Cozy And Quiet Gem In One Of The Most Sought Addresses In The Downtown Core! Parking Included. This Large 'Star Light' Model Is 895 Sq Ft, 1 Of The Largest Floor Plans In The Building. Can Be Used As 3 Bedrooms And High Rental Demand. European Appliances, Hardwood Floors In The Living/Dining Rooms & Kitchen, Granite Counters, & Floor To Ceiling Windows. Close To The Financial District, University Of Toronto, Ttc, Hospitals, Shopping Malls And Businesses."
C4927080,Unit 1510 - 736 Bay St,Bay Street Corridor - Toronto,Condo Apt,"$ 730,000","$754,896",2020-10-09,,2 Bedrooms,2 Bathrooms,1 Garage,"$ 2,765","Condo Apt, Apartment",$984/month,-,900-999 feet²,None,"water,hydro,heat",19 days,23 day(s),2020-09-24,2020-10-04,"$2,950",2.46%,Bay / College,"Security Guard, Security System, Indoor Pool, Recreation Room, Exercise Room, Sauna",Se,Toronto,"Renovated And Well Kept Unit Overlooking Bay Street. 924 Sft Of Living Space. Close To Major Hospitals, University, Transportation. The Bathrooms Has Been Redesigned To Have Access From Both Bedrooms."
C4872559,Unit 302 - 955 Bay St,Bay Street Corridor - Toronto,Condo Apt,"$ 699,900","$710,645",2020-09-29,,1+1 Bedrooms,2 Bathrooms,0 Garage,$ -,"Condo Apt, Apartment",$475/month,New,600-699 feet²,None,heat,58 days,23 day(s),2020-08-15,2020-10-11,"$2,145",2.59%,Bay/Wellesley,"Concierge, Exercise Room, Gym, Outdoor Pool, Party/Meeting Room, Visitor Parking",E,Toronto,"Prime Downtown Financial & Entertainment Location! Luxury Britt Condo, New, Upscale & Spacious 1+1 (Approx 700Sqft)+2 Bathrms+Huge Balcony. Den Can Be Used As 2nd Bedrm (Murphy Bed Incl). Large Walk-In Closet. Modern Design With Open Concept And Premium Finishes. Facing Quiet Courtyard. Steps To Bay/Wellesley Subway, U Of T, Ryerson U, Restaurants, Banks, Shops, Bloor/Yorkville & More. British Inspired Architecture, Design & Amenities."
C4917758,Unit 409 - 37 Grosvenor St,Bay Street Corridor - Toronto,Condo Apt,"$ 878,800","$881,600",2020-09-24,,2 Bedrooms,2 Bathrooms,1 Garage,"$ 3,268","Condo Apt, Apartment",$576/month,11-15,700-799 feet²,None,"water,heat",26 days,23 day(s),2020-09-17,2020-09-23,"$2,933",2.58%,Bay St / College St,"Concierge, Exercise Room, Gym, Indoor Pool, Party/Meeting Room, Visitor Parking",S,Toronto,"Beautiful Murano Residences On Bay *2 Bedrooms, 2 Full Baths, Locker, Parking & Large South Facing 19 Foot Balcony *Hardwood & Granite Floors Throughout *Welcoming Foyer W/Large Mirror Closet *Kitchen W/Stainless Steel Appliances, Tile Backsplash, Granite Counters & Breakfast Bar *Open Concept Living & Dining Area W/Walkout To Large Private South Facing Balcony Overlooking Treed Area *Spacious Master W/4 Pc Ensuite *2nd Bdrm W/Wall-To-Wall Mirrored Closet"
C4930596,Unit 515 - 955 Bay St,Bay Street Corridor - Toronto,Condo Apt,"$ 939,900","$891,476",2020-09-28,,2 Bedrooms,1 Bathrooms,1 Garage,$ -,"Condo Apt, Apartment",$568/month,New,700-799 feet²,None,heat,15 days,23 day(s),2020-09-28,2020-09-28,"$2,646",2.57%,Bay/Wellesley,"Concierge, Gym, Outdoor Pool, Party/Meeting Room, Security Guard, Visitor Parking",W,Toronto,"Beautifully Designed Suite, Lovingly Cared For And Fully Upgraded Including Freshly Painted Walls, An Oversized Quartz Waterfall Island With B/I Storage And Seating, Stone Bathroom Tiles, Hardwood Floors Throughout And Mcm Brass Light Fixtures To Top Off The Chic & Sophisticated Vibes Of The Britt. Close To Every Downtown Amenity Imaginable - Uot, Ryerson, Hospitals, Ttc, Bloor/Yorkville, Eaton Centre, Queens Park - You're In The Heart Of It All!"
C4913181,Unit 1508 - 955 Bay St,Bay Street Corridor - Toronto,Condo Apt,"$ 649,900","$656,326",2020-09-15,,1 Bedrooms,1 Bathrooms,0 Garage,$ -,"Condo Apt, Apartment",$338/month,New,0-499 feet²,None,heat,28 days,22 day(s),2020-09-15,2020-09-15,"$1,850",2.56%,Bay St/Wellesley St. W,"Concierge, Exercise Room, Outdoor Pool, Party/Meeting Room, Recreation Room, Rooftop Deck/Garden",W,Toronto,"Welcome To ""The Britt"" Luxurious Condo In Prime Downtown Location! Brand New Exquisitely Designed 493 Sq. Ft. Unit Featuring An Open Concept Layout, Floor To Ceiling Windows & Hardwood Flooring Throughout! Modern Kitchen With B/I Appliances & Large Bedroom Featuring A Walk-In Closet! Enjoy The World Class Amenities Including Outdoor Terrace & Pool, Marble Spa, Fitness Room, Party Room, Theatre, 24-Hr Concierge/Security, Overnight Guest Parking And Pet Spa."
C4923838,Unit 4410 - 197 Yonge St,Bay Street Corridor - Toronto,Condo Apt,"$ 750,000","$734,712",2020-10-12,,1+1 Bedrooms,1 Bathrooms,0 Garage,$ -,"Condo Apt, Apartment",$652/month,-,600-699 feet²,None,,20 days,23 day(s),2020-09-22,2020-10-09,"$1,800",1.69%,Yonge And Queen,,W,Toronto,"Stunning 1 Bedroom + Den West Facing Unit Located In The Heart Of The City And Directly Across The Street From The Eaton Center, This Large Unit Has Stunning Unobstructed West Views With A Large Balcony And Is Just Steps To Everything. 5-Star Amenities. 2 Concierges, Lounge, Exercise Room, Steam Room, Sauna, Rain Room, Juice Bar, Piano Lounge, Guest Suites And So Much More! Steps From The Path, Ttc And Financial District. 100 Walk Score And 100 Transit Score!"
C4926601,Unit 409 - 73 Richmond St W,Bay Street Corridor - Toronto,Condo Apt,"$ 499,999","$519,276",2020-10-09,,1 Bedrooms,1 Bathrooms,0 Garage,"$ 1,703","Condo Apt, Apartment",$390/month,-,500-599 feet²,None,"water,heat",18 days,23 day(s),2020-09-24,2020-10-02,"$1,684",2.41%,Richmond St W & Bay St,Security System,E,Toronto,"Unbeatable Location! Don't Miss The Opportunity To Live In The Heart Of The Financial District In This Unique Live/Work Building. This One Bedroom In The Highly Sought After Graphic Arts Building Features Hardwood Flooring, An Open Concept Kitchen, A Bedroom With A Murphy Bed And Storage Space. Ensuite Laundry And Granite Counter Top. A Few Businesses Already Operating In The Building - Law Office, Dentist, Etc. Perfect Live/Work Space."
C4904955,Unit 3710 - 832 Bay St,Bay Street Corridor - Toronto,Condo Apt,"$ 1,189,000","$1,203,857",2020-09-12,,3+1 Bedrooms,2 Bathrooms,1 Garage,"$ 5,076","Condo Apt, Apartment",$798/month,0-5,1200-1399 feet²,None,"water,heat",34 days,21 day(s),2020-09-08,2020-10-11,"$4,000",2.55%,Bay St / College,"Concierge, Gym, Outdoor Pool, Party/Meeting Room, Sauna, Visitor Parking",Sw,Toronto,"Prestigiou Burano Spacious Luxury 3 Bedrooms+Den S/W Corner Unit, Almost 1300 Sqft With Breathtaking Panoramic Views Of Toronto Skyline&Cn Tower&Lake! Large Terrace And Excellent Layout. Fantastic Amenities With Club-House, Gym, Party Room, Study/Business Room, Outdoor Pool, Sauna, Roof Garden. Good Location - Walking Distance To U Of T, Ttc, Subways,Shops, Parks."
C4940582,Unit 1803 - 717 Bay St,Bay Street Corridor - Toronto,Condo Apt,"$ 799,000","$795,312",2020-10-10,,2+1 Bedrooms,2 Bathrooms,0 Garage,"$ 2,754","Condo Apt, Apartment",$820/month,-,1000-1199 feet²,None,"water,hydro,heat",7 days,23 day(s),2020-10-05,2020-10-05,"$2,925",2.55%,Bay/ Gerrard,"Gym, Indoor Pool, Party/Meeting Room, Sauna, Security Guard",E,Toronto,"Prestigious Living At The Liberties By Tridel In Heart Of Downtown. Bright & Spacious W/Over 1000Sqft Living Space, 2Bedrm + Large Solarium Can Be Used As 3rd Bed + 2 Full Bath. Laminate Flooring Thru-Out, Ceramic Flrs In Kitchen. Master Bedroom With 4Pc En Suite And Walk In Closet. 24Hr Security. Amazing Amenities: Indoor Pool, Sauna, Running Path, Gym, Party Room. Walking Distance To Hospitals, Financial Core, U Of T,Restaurants, Shops, And Ttc."
C4942176,Unit 915 - 711 Bay St,Bay Street Corridor - Toronto,Condo Apt,"$ 799,999","$794,354",2020-10-12,,2+1 Bedrooms,2 Bathrooms,1 Garage,"$ 3,575","Condo Apt, Apartment",$889/month,16-30,1000-1199 feet²,None,"water,hydro,heat",6 days,23 day(s),2020-10-06,2020-10-11,"$3,069",2.55%,Bay & Gerrard,"Concierge, Exercise Room, Gym, Indoor Pool, Party/Meeting Room, Rooftop Deck/Garden",Sw,Toronto,"Spacious & Charming 2 Bedroom,2 Bath Condo In The Heart Of The City!Spacious Solarium Could Easily Be Used As A 3rd Bedroom!Lg Master Bedroom With Ensuite.Incredibly Bright Unit With Ideal Layout.Add Your Own Personal Touches&Upgrades.Parking & Locker Included! Storage!!!Incredible Resort Style Building Amenities:Concierge,24 Hr. Security,Indoor Pool,Running Track,Gym,Rooftop Bbq,3 Saunas,Party Room&Projection Room!"
C4922795,Unit 3407 - 5 St Joseph St,Bay Street Corridor - Toronto,Condo Apt,"$ 950,000","$931,340",2020-09-29,,2 Bedrooms,2 Bathrooms,1 Garage,"$ 4,060","Condo Apt, Apartment",$518/month,-,700-799 feet²,None,"water,heat",20 days,23 day(s),2020-09-22,2020-09-28,"$3,028",2.55%,Yonge/Wellesley,,W,Toronto,"Dramatic Views From The 34th Floor At 'Five Condos'. Built In 2015 This Unit Offers A Split-Plan Design, Two Gorgeous Bathrooms And A Stunning Open-Concept Layout With Floor To Ceiling Windows. The Kitchen Holds A Bi-Level Island With Corian Countertops, Integrated Miele Appliances, And 6.25"" Hardwood Flooring. Both Bedroom Sizes Hold Queen Bedroom Sets, Painted Recently, 99/97 Walk/Transit Score. Steps To Yonge St. & Subway. One Parking Included"
C4929195,Unit 802 - 832 Bay St,Bay Street Corridor - Toronto,Condo Apt,"$ 799,000","$799,787",2020-10-09,,2 Bedrooms,2 Bathrooms,2 Garage,"$ 3,011","Condo Apt, Apartment",$479/month,-,700-799 feet²,None,"water,heat",18 days,23 day(s),2020-09-25,2020-10-02,"$2,593",2.55%,Bay & College,"Concierge, Guest Suites, Gym, Party/Meeting Room, Visitor Parking",W,Toronto,"Functional 2 Bed, 2 Full Baths With 2-Car-Parking & 1 Locker. $30,000 Upgrades. Great Layout With Full Size Closets! 9 Feet Ceiling. Hardwood Floor & Upgraded Light Fixtures Throughout. Stainless Steel Appliances, Granite Counter. Steps To Ttc College Park Subway And Shops, 5 Major Hospitals, University Of Toronto, Ryerson, Eaton Centre, Bloor St, Financial District. Includes Visitor Parking, Gym, 24/7 Concierge, Steam Room, Internet Lounge, Rooftop Patio And"
C4941125,Unit 701 - 15 Grenville St,Bay Street Corridor - Toronto,Condo Apt,"$ 639,900","$638,505",2020-10-10,,1+1 Bedrooms,1 Bathrooms,0 Garage,"$ 2,390","Condo Apt, Apartment",$367/month,0-5,500-599 feet²,None,"water,heat",7 days,23 day(s),2020-10-05,2020-10-05,"$2,050",2.54%,Yonge/College/Bay,"Concierge, Guest Suites, Gym, Media Room, Party/Meeting Room, Rooftop Deck/Garden",S,Toronto,"5 Yrs New & Full-Sized South-Facing 1 Bdrm + Den!Famous ""Cecconi"" Design. Freshly Painted. Ideal Location Within 1 Min.Walk To College Subway,50 Metres To Yonge,150M To Bay.Steps To U Of T,University Avenue,Hospitals,Financial Core,Yorkville-Everything That Matters!Huge Balcony(124 Sq.Ft.).Rich Amenities:Fitness,Steam Rms,Rooftop Terrace W/Lounge,Screening Rm,Poker Table,Billiards,Tennis.Landmark Building At A Major Intersection!"
C4904817,Unit 1415 - 1 King St W,Bay Street Corridor - Toronto,Condo Apt,"$ 419,900","$460,954",2020-09-10,,1 Bedrooms,1 Bathrooms,0 Garage,"$ 1,565","Condo Apt, Bachelor/Studio",$553/month,-,0-499 feet²,None,"water,hydro,heat",33 days,21 day(s),2020-09-09,2020-09-09,"$1,768",2.55%,Yonge & King,"Bus Ctr (Wifi Bldg), Concierge, Gym, Indoor Pool, Party/Meeting Room, Sauna",E,Toronto,"Perfect Pied-A-Terre That Doubles As Your Business Center, Located In The Historic 1Kingwest. Professional Address In The Heart Of The Financial And Entertainment District For Your Business. Connected Directly To The P.A.T.H. And Subway Station, Resulting In A 98 Walk Score And A 100 Transit Score. Thoughtful Top-To-Bottom Renovation To Maximize The Utility As A Live-Work Space."
C4917096,Unit 2513 - 1001 Bay St,Bay Street Corridor - Toronto,Condo Apt,"$ 549,800","$552,436",2020-09-23,,1 Bedrooms,1 Bathrooms,0 Garage,"$ 1,821","Condo Apt, Apartment",$361/month,-,500-599 feet²,None,water,25 days,23 day(s),2020-09-17,2020-09-22,"$1,797",2.54%,Bay/Bloor/Wellesley,"Concierge, Exercise Room, Indoor Pool, Rooftop Deck/Garden, Squash/Racquet Court, Visitor Parking",Se,Toronto,"Perfect Nest In The City On The 25th Flr! This Corner Suite Boasts Great City Views -Invest, Move In, Or Bling It Out To Its Full Potential. Great Value To Be In The Downtown Core. Steps To U Of T, Queen's Park, Close To Ryerson, Yorkville, Restos And So Much More! 98 Walk Score! Amazing Facilities (Brand New Renovations Underway!)"
C4915908,Unit 819 - 955 Bay St,Bay Street Corridor - Toronto,Condo Apt,"$ 669,000","$653,283",2020-09-20,,1+1 Bedrooms,1 Bathrooms,0 Garage,$ -,"Condo Apt, Apartment",$444/month,0-5,600-699 feet²,None,heat,28 days,23 day(s),2020-09-15,2020-09-20,"$1,943",2.53%,Bay St./ Wellesley St.,"Concierge, Gym, Outdoor Pool, Visitor Parking",W,Toronto,"Location, Location! One Bedroom + Den Condo In The Heart Of Downtown Toronto. Walking Distance From U Of T. West View Facing Bay St. Bright With Fabulous Layout. Modern Kitchen With Built-In Appliances, Quartz Counter-Top, Laminated Floor Except For The Bedroom. Den Can Be Used As Second Bedroom . Ryerson University, Wellesley Subway, Hospitals, Financial Districts, Shops, Restaurants And Much More."
C4827568,Unit 2404 - 75 St Nicholas St,Bay Street Corridor - Toronto,Condo Apt,"$ 980,000","$964,915",2020-07-13,,2 Bedrooms,2 Bathrooms,1 Garage,"$ 3,742","Condo Apt, Apartment",$670/month,-,700-799 feet²,None,"water,heat",92 days,20 day(s),2020-07-12,2020-07-12,"$3,335",2.7%,Yonge /Bloor,"Concierge, Games Room, Gym, Media Room, Party/Meeting Room, Visitor Parking",Sw,Toronto,"Built In 2014. Prime Yonge/Bloor Location! One Of The Most Desirable Neighbourhoods.Floor To Ceiling Windows, 24th Floor With Amazing Views. Excellent Layout With 9'Ft Smooth Ceiling. Modern Kitchen And Bath, Steps To U Of T, Ryerson, Subway & Ttc, Shopping,Yorkville... Building Has 24 Hrs Concierge, Party Room, Study Room, Gym, Visitor Parking. Owned Parking Lot And Locker! Live Without Compromises!"
